Serial Number:20467369 --

"Date Time, GMT -0600","Temp, (*F)","Intensity, ( lum/ft2)","Host Connect","Button Down","Button Up","EOF"
2019-09-30 14:52:09,67.67,46, , , , 
2019-09-30 15:52:09,69.83,102, , , , 
2019-09-30 16:52:09,70.61,93, , , , 
2019-09-30 17:52:09,70.53,72, , , , 
2019-09-30 18:52:09,61.80,0, , , , 
2019-09-30 19:52:09,58.33,0, , , , 
2019-09-30 20:52:09,56.09,0, , , , 
2019-09-30 21:52:09,54.62,0, , , , 
2019-09-30 22:52:09,53.85,0, , , , 
2019-09-30 23:52:09,52.84,0, , , , 
2019-10-01 00:52:09,52.23,0, , , , 
2019-10-01 01:52:09,52.00,0, , , , 
2019-10-01 02:52:09,52.30,0, , , , 
2019-10-01 03:52:09,51.76,0, , , , 
2019-10-01 04:52:09,51.69,0, , , , 
2019-10-01 05:52:09,51.15,0, , , , 
2019-10-01 06:52:09,50.99,0, , , , 
2019-10-01 07:52:09,48.44,7, , , , 
2019-10-01 08:52:09,47.90,42, , , , 
2019-10-01 09:52:09,48.75,95, , , , 
2019-10-01 10:52:09,49.06,83, , , , 
2019-10-01 11:52:09,49.91,67, , , , 
2019-10-01 12:52:09,49.29,43, , , , 
2019-10-01 13:52:09,49.29,35, , , , 
2019-10-01 14:52:09,49.37,26, , , , 
2019-10-01 15:52:09,48.67,17, , , , 
2019-10-01 16:52:09,48.52,12, , , , 
2019-10-01 17:52:09,47.67,7, , , , 
2019-10-01 18:52:09,47.05,0, , , , 
2019-10-01 19:52:09,46.51,0, , , , 
2019-10-01 20:52:09,46.05,0, , , , 
2019-10-01 21:52:09,45.20,0, , , , 
2019-10-01 22:52:09,44.74,0, , , , 
2019-10-01 23:52:09,43.42,0, , , , 
2019-10-02 00:52:09,43.19,0, , , , 
2019-10-02 01:52:09,42.57,0, , , , 
2019-10-02 02:52:09,42.42,0, , , , 
2019-10-02 03:52:09,42.11,0, , , , 
2019-10-02 04:52:09,42.03,0, , , , 
2019-10-02 05:52:09,41.65,0, , , , 
2019-10-02 06:52:09,41.26,1, , , , 
2019-10-02 07:52:09,41.88,16, , , , 
2019-10-02 08:52:09,44.20,130, , , , 
2019-10-02 09:52:09,45.66,84, , , , 
2019-10-02 10:52:09,46.67,86, , , , 
2019-10-02 11:52:09,49.22,104, , , , 
2019-10-02 12:52:09,52.30,201, , , , 
2019-10-02 13:52:09,55.24,69, , , , 
2019-10-02 14:52:09,57.01,73, , , , 
2019-10-02 15:52:09,59.87,94, , , , 
2019-10-02 16:52:09,60.26,88, , , , 
2019-10-02 17:52:09,59.25,56, , , , 
2019-10-02 18:52:09,51.76,1, , , , 
2019-10-02 19:52:09,48.83,0, , , , 
2019-10-02 20:52:09,48.75,0, , , , 
2019-10-02 21:52:09,49.29,0, , , , 
2019-10-02 22:52:09,48.75,0, , , , 
2019-10-02 23:52:09,48.13,0, , , , 
2019-10-03 00:52:09,47.75,0, , , , 
2019-10-03 01:52:09,47.21,0, , , , 
2019-10-03 02:52:09,46.05,0, , , , 
2019-10-03 03:52:09,46.05,0, , , , 
2019-10-03 04:52:09,46.28,0, , , , 
2019-10-03 05:52:09,46.20,0, , , , 
2019-10-03 06:52:09,44.35,0, , , , 
2019-10-03 07:52:09,44.35,18, , , , 
2019-10-03 08:52:09,46.98,87, , , , 
2019-10-03 09:52:09,49.37,125, , , , 
2019-10-03 10:52:09,52.69,85, , , , 
2019-10-03 11:52:09,56.09,109, , , , 
2019-10-03 12:52:09,56.71,85, , , , 
2019-10-03 13:52:09,58.48,67, , , , 
2019-10-03 14:52:09,60.18,78, , , , 
2019-10-03 15:52:09,63.19,100, , , , 
2019-10-03 16:52:09,62.65,86, , , , 
2019-10-03 17:52:09,62.03,47, , , , 
2019-10-03 18:52:09,53.69,0, , , , 
2019-10-03 19:52:09,48.52,0, , , , 
2019-10-03 20:52:09,46.59,0, , , , 
2019-10-03 21:52:09,46.36,0, , , , 
2019-10-03 22:52:09,46.13,0, , , , 
2019-10-03 23:52:09,45.20,0, , , , 
2019-10-04 00:52:09,43.11,0, , , , 
2019-10-04 01:52:09,40.10,0, , , , 
2019-10-04 02:52:09,38.79,0, , , , 
2019-10-04 03:52:09,36.86,0, , , , 
2019-10-04 04:52:09,36.71,0, , , , 
2019-10-04 05:52:09,35.78,0, , , , 
2019-10-04 06:52:09,34.93,1, , , , 
2019-10-04 07:52:09,39.10,225, , , , 
2019-10-04 08:52:09,47.98,736, , , , 
2019-10-04 09:52:09,49.60,78, , , , 
2019-10-04 10:52:09,53.23,75, , , , 
2019-10-04 11:52:09,57.17,97, , , , 
2019-10-04 12:52:09,60.49,90, , , , 
2019-10-04 13:52:09,62.88,130, , , , 
2019-10-04 14:52:09,62.96,76, , , , 
2019-10-04 15:52:09,61.80,49, , , , 
2019-10-04 16:52:09,66.13,87, , , , 
2019-10-04 17:52:09,65.66,54, , , , 
2019-10-04 18:52:09,55.32,0, , , , 
2019-10-04 19:52:09,49.68,0, , , , 
2019-10-04 20:52:09,62.27,0, , , , 
2019-10-04 21:52:09,64.04,0, , , , 
2019-10-04 22:52:09,64.27,0, , , , 
2019-10-04 23:52:09,60.26,0, , , , 
2019-10-05 00:52:09,57.17,0, , , , 
2019-10-05 01:52:09,54.16,0, , , , 
2019-10-05 02:52:09,53.00,0, , , , 
2019-10-05 03:52:09,52.15,0, , , , 
2019-10-05 04:52:09,52.61,0, , , , 
2019-10-05 05:52:09,51.53,0, , , , 
2019-10-05 06:52:09,54.08,1, , , , 
2019-10-05 07:52:09,52.00,124, , , , 
2019-10-05 08:52:09,53.23,75, , , , 
2019-10-05 09:52:09,59.87,264, , , , 
2019-10-05 10:52:09,58.64,125, , , , 
2019-10-05 11:52:09,57.32,153, , , , 
2019-10-05 12:52:09,59.02,125, , , , 
2019-10-05 13:52:09,60.88,74, , , , 
2019-10-05 14:52:09,62.81,76, , , , 
2019-10-05 15:52:09,65.20,97, , , , 
2019-10-05 16:52:09,66.67,104, , , , 
2019-10-05 17:52:09,64.04,52, , , , 
2019-10-05 18:52:09,55.70,0, , , , 
2019-10-05 19:52:09,51.92,0, , , , 
2019-10-05 20:52:09,50.61,0, , , , 
2019-10-05 21:52:09,49.14,0, , , , 
2019-10-05 22:52:09,47.44,0, , , , 
2019-10-05 23:52:09,43.96,0, , , , 
2019-10-06 00:52:09,39.87,0, , , , 
2019-10-06 01:52:09,40.10,0, , , , 
2019-10-06 02:52:09,43.66,0, , , , 
2019-10-06 03:52:09,46.36,0, , , , 
2019-10-06 04:52:09,45.66,0, , , , 
2019-10-06 05:52:09,42.11,0, , , , 
2019-10-06 06:52:09,41.34,1, , , , 
2019-10-06 07:52:09,40.26,95, , , , 
2019-10-06 08:52:09,50.06,598, , , , 
2019-10-06 09:52:09,51.84,104, , , , 
2019-10-06 10:52:09,53.39,91, , , , 
2019-10-06 11:52:09,54.62,103, , , , 
2019-10-06 12:52:09,56.40,86, , , , 
2019-10-06 13:52:09,57.63,71, , , , 
2019-10-06 14:52:09,59.33,84, , , , 
2019-10-06 15:52:09,61.72,104, , , , 
2019-10-06 16:52:09,61.80,97, , , , 
2019-10-06 17:52:09,60.03,57, , , , 
2019-10-06 18:52:09,49.37,0, , , , 
2019-10-06 19:52:09,43.19,0, , , , 
2019-10-06 20:52:09,39.87,0, , , , 
2019-10-06 21:52:09,38.64,0, , , , 
2019-10-06 22:52:09,37.32,0, , , , 
2019-10-06 23:52:09,36.40,0, , , , 
2019-10-07 00:52:09,35.32,0, , , , 
2019-10-07 01:52:09,36.63,0, , , , 
2019-10-07 02:52:09,34.93,0, , , , 
2019-10-07 03:52:09,33.23,0, , , , 
2019-10-07 04:52:09,33.69,0, , , , 
2019-10-07 05:52:09,30.30,0, , , , 
2019-10-07 06:52:09,31.15,1, , , , 
2019-10-07 07:52:09,34.47,46, , , , 
2019-10-07 08:52:09,46.59,81, , , , 
2019-10-07 09:52:09,53.62,89, , , , 
2019-10-07 10:52:09,56.47,82, , , , 
2019-10-07 11:52:09,60.41,97, , , , 
2019-10-07 12:52:09,65.35,83, , , , 
2019-10-07 13:52:09,67.28,67, , , , 
2019-10-07 14:52:09,69.45,81, , , , 
2019-10-07 15:52:09,72.54,109, , , , 
2019-10-07 16:52:09,72.69,99, , , , 
2019-10-07 17:52:09,69.29,59, , , , 
2019-10-07 18:52:09,53.85,0, , , , 
2019-10-07 19:52:09,48.75,0, , , , 
2019-10-07 20:52:09,47.21,0, , , , 
2019-10-07 21:52:09,46.05,0, , , , 
2019-10-07 22:52:09,45.97,0, , , , 
2019-10-07 23:52:09,46.82,0, , , , 
2019-10-08 00:52:09,41.80,0, , , , 
2019-10-08 01:52:09,39.25,0, , , , 
2019-10-08 02:52:09,38.56,0, , , , 
2019-10-08 03:52:09,35.24,0, , , , 
2019-10-08 04:52:09,38.25,0, , , , 
2019-10-08 05:52:09,40.49,0, , , , 
2019-10-08 06:52:09,41.42,0, , , , 
2019-10-08 07:52:09,43.81,22, , , , 
2019-10-08 08:52:09,52.92,69, , , , 
2019-10-08 09:52:09,55.70,98, , , , 
2019-10-08 10:52:09,62.88,155, , , , 
2019-10-08 11:52:09,69.37,153, , , , 
2019-10-08 12:52:09,73.08,120, , , , 
2019-10-08 13:52:09,73.08,77, , , , 
2019-10-08 14:52:09,75.62,118, , , , 
2019-10-08 15:52:09,76.09,127, , , , 
2019-10-08 16:52:09,72.38,108, , , , 
2019-10-08 17:52:09,69.22,56, , , , 
2019-10-08 18:52:09,57.32,0, , , , 
2019-10-08 19:52:09,54.08,0, , , , 
2019-10-08 20:52:09,53.77,0, , , , 
2019-10-08 21:52:09,53.08,0, , , , 
2019-10-08 22:52:09,52.00,0, , , , 
2019-10-08 23:52:09,52.54,0, , , , 
2019-10-09 00:52:09,54.23,0, , , , 
2019-10-09 01:52:09,54.54,0, , , , 
2019-10-09 02:52:09,53.15,0, , , , 
2019-10-09 03:52:09,52.00,0, , , , 
2019-10-09 04:52:09,50.99,0, , , , 
2019-10-09 05:52:09,45.97,0, , , , 
2019-10-09 06:52:09,44.89,0, , , , 
2019-10-09 07:52:09,47.28,19, , , , 
2019-10-09 08:52:09,54.16,58, , , , 
2019-10-09 09:52:09,66.36,248, , , , 
2019-10-09 10:52:09,68.83,115, , , , 
2019-10-09 11:52:09,68.83,101, , , , 
2019-10-09 12:52:09,74.23,93, , , , 
2019-10-09 13:52:09,76.09,81, , , , 
2019-10-09 14:52:09,72.46,96, , , , 
2019-10-09 15:52:09,72.84,52, , , , 
2019-10-09 16:52:09,69.91,42, , , , 
2019-10-09 17:52:09,56.32,13, , , , 
2019-10-09 18:52:09,48.44,0, , , , 
2019-10-09 19:52:09,44.35,0, , , , 
2019-10-09 20:52:09,39.41,0, , , , 
2019-10-09 21:52:09,35.16,0, , , , 
2019-10-09 22:52:09,33.15,0, , , , 
2019-10-09 23:52:09,31.15,0, , , , 
2019-10-10 00:52:09,29.06,0, , , , 
2019-10-10 01:52:09,27.98,0, , , , 
2019-10-10 02:52:09,27.59,0, , , , 
2019-10-10 03:52:09,26.36,0, , , , 
2019-10-10 04:52:09,24.66,0, , , , 
2019-10-10 05:52:09,23.73,0, , , , 
2019-10-10 06:52:09,23.27,0, , , , 
2019-10-10 07:52:09,23.19,6, , , , 
2019-10-10 08:52:09,22.34,19, , , , 
2019-10-10 09:52:09,23.11,51, , , , 
2019-10-10 10:52:09,24.89,79, , , , 
2019-10-10 11:52:09,25.12,112, , , , 
2019-10-10 12:52:09,26.51,149, , , , 
2019-10-10 13:52:09,27.67,129, , , , 
2019-10-10 14:52:09,28.52,90, , , , 
2019-10-10 15:52:09,28.98,72, , , , 
2019-10-10 16:52:09,27.44,43, , , , 
2019-10-10 17:52:09,27.52,16, , , , 
2019-10-10 18:52:09,25.05,0, , , , 
2019-10-10 19:52:09,23.42,0, , , , 
2019-10-10 20:52:09,21.18,0, , , , 
2019-10-10 21:52:09,20.72,0, , , , 
2019-10-10 22:52:09,20.26,0, , , , 
2019-10-10 23:52:09,18.94,0, , , , 
2019-10-11 00:52:09,18.71,0, , , , 
2019-10-11 01:52:09,21.57,0, , , , 
2019-10-11 02:52:09,21.80,0, , , , 
2019-10-11 03:52:09,18.02,0, , , , 
2019-10-11 04:52:09,16.24,0, , , , 
2019-10-11 05:52:09,15.08,0, , , , 
2019-10-11 06:52:09,15.24,0, , , , 
2019-10-11 07:52:09,17.71,37, , , , 
2019-10-11 08:52:09,27.05,83, , , , 
2019-10-11 09:52:09,35.47,114, , , , 
2019-10-11 10:52:09,37.79,96, , , , 
2019-10-11 11:52:09,42.34,86, , , , 
2019-10-11 12:52:09,46.20,77, , , , 
2019-10-11 13:52:09,47.98,66, , , , 
2019-10-11 14:52:09,50.53,73, , , , 
2019-10-11 15:52:09,53.08,96, , , , 
2019-10-11 16:52:09,52.84,84, , , , 
2019-10-11 17:52:09,50.99,36, , , , 
2019-10-11 18:52:09,38.02,0, , , , 
2019-10-11 19:52:09,34.23,0, , , , 
2019-10-11 20:52:09,37.55,0, , , , 
2019-10-11 21:52:09,36.55,0, , , , 
2019-10-11 22:52:09,30.76,0, , , , 
2019-10-11 23:52:09,28.06,0, , , , 
2019-10-12 00:52:09,26.44,0, , , , 
2019-10-12 01:52:09,24.12,0, , , , 
2019-10-12 02:52:09,24.58,0, , , , 
2019-10-12 03:52:09,24.66,0, , , , 
2019-10-12 04:52:09,22.96,0, , , , 
2019-10-12 05:52:09,22.34,0, , , , 
2019-10-12 06:52:09,23.04,0, , , , 
2019-10-12 07:52:09,26.98,47, , , , 
2019-10-12 08:52:09,36.55,304, , , , 
2019-10-12 09:52:09,42.34,90, , , , 
2019-10-12 10:52:09,46.05,78, , , , 
2019-10-12 11:52:09,49.76,83, , , , 
2019-10-12 12:52:09,55.62,76, , , , 
2019-10-12 13:52:09,58.02,66, , , , 
2019-10-12 14:52:09,61.96,75, , , , 
2019-10-12 15:52:09,65.35,95, , , , 
2019-10-12 16:52:09,66.51,89, , , , 
2019-10-12 17:52:09,64.74,39, , , , 
2019-10-12 18:52:09,54.16,0, , , , 
2019-10-12 19:52:09,44.81,0, , , , 
2019-10-12 20:52:09,40.33,0, , , , 
2019-10-12 21:52:09,36.09,0, , , , 
2019-10-12 22:52:09,37.55,0, , , , 
2019-10-12 23:52:09,35.55,0, , , , 
2019-10-13 00:52:09,33.62,0, , , , 
2019-10-13 01:52:09,33.69,0, , , , 
2019-10-13 02:52:09,34.54,0, , , , 
2019-10-13 03:52:09,31.92,0, , , , 
2019-10-13 04:52:09,30.84,0, , , , 
2019-10-13 05:52:09,27.90,0, , , , 
2019-10-13 06:52:09,27.90,0, , , , 
2019-10-13 07:52:09,30.99,45, , , , 
2019-10-13 08:52:09,43.04,661, , , , 
2019-10-13 09:52:09,53.39,131, , , , 
2019-10-13 10:52:09,58.64,77, , , , 
2019-10-13 11:52:09,62.19,83, , , , 
2019-10-13 12:52:09,66.67,78, , , , 
2019-10-13 13:52:09,70.68,68, , , , 
2019-10-13 14:52:09,71.61,85, , , , 
2019-10-13 15:52:09,73.69,111, , , , 
2019-10-13 16:52:09,72.23,94, , , , 
2019-10-13 17:52:09,70.53,37, , , , 
2019-10-13 18:52:09,52.23,0, , , , 
2019-10-13 19:52:09,47.67,0, , , , 
2019-10-13 20:52:09,47.28,0, , , , 
2019-10-13 21:52:09,42.96,0, , , , 
2019-10-13 22:52:09,38.64,0, , , , 
2019-10-13 23:52:09,37.63,0, , , , 
2019-10-14 00:52:09,44.50,0, , , , 
2019-10-14 01:52:09,46.98,0, , , , 
2019-10-14 02:52:09,39.95,0, , , , 
2019-10-14 03:52:09,52.23,0, , , , 
2019-10-14 04:52:09,48.29,0, , , , 
2019-10-14 05:52:09,45.82,0, , , , 
2019-10-14 06:52:09,45.66,0, , , , 
2019-10-14 07:52:09,43.81,50, , , , 
2019-10-14 08:52:09,53.93,92, , , , 
2019-10-14 09:52:09,63.81,88, , , , 
2019-10-14 10:52:09,68.67,81, , , , 
2019-10-14 11:52:09,70.99,91, , , , 
2019-10-14 12:52:09,72.77,85, , , , 
2019-10-14 13:52:09,74.08,79, , , , 
2019-10-14 14:52:09,74.85,92, , , , 
2019-10-14 15:52:09,75.16,121, , , , 
2019-10-14 16:52:09,74.00,102, , , , 
2019-10-14 17:52:09,71.30,25, , , , 
2019-10-14 18:52:09,66.36,0, , , , 
2019-10-14 19:52:09,63.96,0, , , , 
2019-10-14 20:52:09,62.50,0, , , , 
2019-10-14 21:52:09,60.03,0, , , , 
2019-10-14 22:52:09,53.15,0, , , , 
2019-10-14 23:52:09,48.67,0, , , , 
2019-10-15 00:52:09,46.51,0, , , , 
2019-10-15 01:52:09,42.73,0, , , , 
2019-10-15 02:52:09,43.04,0, , , , 
2019-10-15 03:52:09,40.18,0, , , , 
2019-10-15 04:52:09,32.69,0, , , , 
2019-10-15 05:52:09,32.38,0, , , , 
2019-10-15 06:52:09,33.46,0, , , , 
2019-10-15 07:52:09,34.85,51, , , , 
2019-10-15 08:52:09,46.44,241, , , , 
