Serial Number:20365150 --

"Date Time, GMT -0600","Temp, (*F)","Intensity, ( lum/ft2)","Host Connect","Button Down","EOF"
2019-12-11 14:49:20,47.67,504, , , 
2019-12-11 15:49:20,51.07,223, , , 
2019-12-11 16:49:20,45.59,2, , , 
2019-12-11 17:49:20,36.86,0, , , 
2019-12-11 18:49:20,32.00,0, , , 
2019-12-11 19:49:20,38.56,0, , , 
2019-12-11 20:49:20,38.94,0, , , 
2019-12-11 21:49:20,34.16,0, , , 
2019-12-11 22:49:20,33.77,0, , , 
2019-12-11 23:49:20,33.00,0, , , 
2019-12-12 00:49:20,35.08,0, , , 
2019-12-12 01:49:20,31.07,0, , , 
2019-12-12 02:49:20,29.76,0, , , 
2019-12-12 03:49:20,29.99,0, , , 
2019-12-12 04:49:20,30.30,0, , , 
2019-12-12 05:49:20,37.09,0, , , 
2019-12-12 06:49:20,31.07,0, , , 
2019-12-12 07:49:20,31.22,83, , , 
2019-12-12 08:49:20,32.69,267, , , 
2019-12-12 09:49:20,37.01,426, , , 
2019-12-12 10:49:20,43.11,475, , , 
2019-12-12 11:49:20,46.05,410, , , 
2019-12-12 12:49:20,46.82,394, , , 
2019-12-12 13:49:20,52.54,447, , , 
2019-12-12 14:49:20,50.53,426, , , 
2019-12-12 15:49:20,47.98,166, , , 
2019-12-12 16:49:20,44.12,3, , , 
2019-12-12 17:49:20,41.18,0, , , 
2019-12-12 18:49:20,40.49,0, , , 
2019-12-12 19:49:20,41.42,0, , , 
2019-12-12 20:49:20,43.11,0, , , 
2019-12-12 21:49:20,38.48,0, , , 
2019-12-12 22:49:20,40.03,0, , , 
2019-12-12 23:49:20,37.86,0, , , 
2019-12-13 00:49:20,42.73,0, , , 
2019-12-13 01:49:20,39.49,0, , , 
2019-12-13 02:49:20,41.34,0, , , 
2019-12-13 03:49:20,39.87,0, , , 
2019-12-13 04:49:20,36.55,0, , , 
2019-12-13 05:49:20,34.08,0, , , 
2019-12-13 06:49:20,37.94,0, , , 
2019-12-13 07:49:20,39.33,124, , , 
2019-12-13 08:49:20,44.89,364, , , 
2019-12-13 09:49:20,46.28,463, , , 
2019-12-13 10:49:20,51.30,465, , , 
2019-12-13 11:49:20,48.52,488, , , 
2019-12-13 12:49:20,48.44,461, , , 
2019-12-13 13:49:20,46.28,367, , , 
2019-12-13 14:49:20,47.44,527, , , 
2019-12-13 15:49:20,40.95,118, , , 
2019-12-13 16:49:20,39.49,3, , , 
2019-12-13 17:49:20,36.86,0, , , 
2019-12-13 18:49:20,35.70,0, , , 
2019-12-13 19:49:20,33.23,0, , , 
2019-12-13 20:49:20,29.14,0, , , 
2019-12-13 21:49:20,27.36,0, , , 
2019-12-13 22:49:20,32.30,0, , , 
2019-12-13 23:49:20,31.61,0, , , 
2019-12-14 00:49:20,30.22,0, , , 
2019-12-14 01:49:20,28.29,0, , , 
2019-12-14 02:49:20,27.90,0, , , 
2019-12-14 03:49:20,29.29,0, , , 
2019-12-14 04:49:20,31.22,0, , , 
2019-12-14 05:49:20,29.14,0, , , 
2019-12-14 06:49:20,27.59,0, , , 
2019-12-14 07:49:20,26.98,95, , , 
2019-12-14 08:49:20,33.85,356, , , 
2019-12-14 09:49:20,37.01,574, , , 
2019-12-14 10:49:20,36.32,354, , , 
2019-12-14 11:49:20,37.63,517, , , 
2019-12-14 12:49:20,37.17,479, , , 
2019-12-14 13:49:20,34.00,270, , , 
2019-12-14 14:49:20,30.61,133, , , 
2019-12-14 15:49:20,30.14,86, , , 
2019-12-14 16:49:20,29.68,1, , , 
2019-12-14 17:49:20,29.06,0, , , 
2019-12-14 18:49:20,27.21,0, , , 
2019-12-14 19:49:20,25.43,0, , , 
2019-12-14 20:49:20,22.81,0, , , 
2019-12-14 21:49:20,25.43,0, , , 
2019-12-14 22:49:20,24.81,0, , , 
2019-12-14 23:49:20,24.27,0, , , 
2019-12-15 00:49:20,22.88,0, , , 
2019-12-15 01:49:20,23.50,0, , , 
2019-12-15 02:49:20,23.50,0, , , 
2019-12-15 03:49:20,23.04,0, , , 
2019-12-15 04:49:20,23.73,0, , , 
2019-12-15 05:49:20,20.72,0, , , 
2019-12-15 06:49:20,19.25,0, , , 
2019-12-15 07:49:20,18.87,78, , , 
2019-12-15 08:49:20,23.73,329, , , 
2019-12-15 09:49:20,27.98,378, , , 
2019-12-15 10:49:20,30.84,426, , , 
2019-12-15 11:49:20,33.38,443, , , 
2019-12-15 12:49:20,33.54,411, , , 
2019-12-15 13:49:20,35.62,486, , , 
2019-12-15 14:49:20,32.54,282, , , 
2019-12-15 15:49:20,30.84,85, , , 
2019-12-15 16:49:20,28.83,2, , , 
2019-12-15 17:49:20,27.90,0, , , 
2019-12-15 18:49:20,27.28,0, , , 
2019-12-15 19:49:20,26.20,0, , , 
2019-12-15 20:49:20,25.82,0, , , 
2019-12-15 21:49:20,25.59,0, , , 
2019-12-15 22:49:20,24.97,0, , , 
2019-12-15 23:49:20,24.66,0, , , 
2019-12-16 00:49:20,24.35,0, , , 
2019-12-16 01:49:20,23.42,0, , , 
2019-12-16 02:49:20,22.50,0, , , 
2019-12-16 03:49:20,20.88,0, , , 
2019-12-16 04:49:20,20.18,0, , , 
2019-12-16 05:49:20,20.64,0, , , 
2019-12-16 06:49:20,21.49,0, , , 
2019-12-16 07:49:20,22.11,44, , , 
2019-12-16 08:49:20,25.35,269, , , 
2019-12-16 09:49:20,29.45,337, , , 
2019-12-16 10:49:20,34.16,419, , , 
2019-12-16 11:49:20,34.62,408, , , 
2019-12-16 12:49:20,34.62,327, , , 
2019-12-16 13:49:20,33.93,371, , , 
2019-12-16 14:49:20,34.77,303, , , 
2019-12-16 15:49:20,29.60,117, , , 
2019-12-16 16:49:20,26.13,3, , , 
2019-12-16 17:49:20,23.81,0, , , 
2019-12-16 18:49:20,20.49,0, , , 
2019-12-16 19:49:20,18.87,0, , , 
2019-12-16 20:49:20,13.77,0, , , 
2019-12-16 21:49:20,10.45,0, , , 
2019-12-16 22:49:20,11.69,0, , , 
2019-12-16 23:49:20,11.53,0, , , 
2019-12-17 00:49:20,9.06,0, , , 
2019-12-17 01:49:20,8.44,0, , , 
2019-12-17 02:49:20,9.29,0, , , 
2019-12-17 03:49:20,13.38,0, , , 
2019-12-17 04:49:20,16.24,0, , , 
2019-12-17 05:49:20,17.32,0, , , 
2019-12-17 06:49:20,12.92,0, , , 
2019-12-17 07:49:20,17.48,125, , , 
2019-12-17 08:49:20,30.91,406, , , 
2019-12-17 09:49:20,32.07,262, , , 
2019-12-17 10:49:20,38.17,286, , , 
2019-12-17 11:49:20,41.18,316, , , 
2019-12-17 12:49:20,39.87,299, , , 
2019-12-17 13:49:20,41.88,388, , , 
2019-12-17 14:49:20,41.57,286, , , 
2019-12-17 15:49:20,37.01,112, , , 
2019-12-17 16:49:20,27.52,3, , , 
2019-12-17 17:49:20,26.74,0, , , 
2019-12-17 18:49:20,24.97,0, , , 
2019-12-17 19:49:20,22.42,0, , , 
2019-12-17 20:49:20,20.88,0, , , 
2019-12-17 21:49:20,18.25,0, , , 
2019-12-17 22:49:20,14.70,0, , , 
2019-12-17 23:49:20,12.77,0, , , 
2019-12-18 00:49:20,12.30,0, , , 
2019-12-18 01:49:20,11.69,0, , , 
2019-12-18 02:49:20,10.14,0, , , 
2019-12-18 03:49:20,12.38,0, , , 
2019-12-18 04:49:20,14.85,0, , , 
2019-12-18 05:49:20,14.23,0, , , 
2019-12-18 06:49:20,12.77,0, , , 
2019-12-18 07:49:20,15.47,101, , , 
2019-12-18 08:49:20,26.90,248, , , 
2019-12-18 09:49:20,36.09,336, , , 
2019-12-18 10:49:20,43.50,350, , , 
2019-12-18 11:49:20,47.05,333, , , 
2019-12-18 12:49:20,51.15,384, , , 
2019-12-18 13:49:20,52.84,421, , , 
2019-12-18 14:49:20,52.07,329, , , 
2019-12-18 15:49:20,45.20,129, , , 
2019-12-18 16:49:20,32.15,3, , , 
2019-12-18 17:49:20,27.28,0, , , 
2019-12-18 18:49:20,25.89,0, , , 
2019-12-18 19:49:20,24.89,0, , , 
2019-12-18 20:49:20,23.73,0, , , 
2019-12-18 21:49:20,23.81,0, , , 
2019-12-18 22:49:20,22.27,0, , , 
2019-12-18 23:49:20,21.18,0, , , 
2019-12-19 00:49:20,21.11,0, , , 
2019-12-19 01:49:20,18.17,0, , , 
2019-12-19 02:49:20,16.78,0, , , 
2019-12-19 03:49:20,18.79,0, , , 
2019-12-19 04:49:20,19.33,0, , , 
2019-12-19 05:49:20,19.33,0, , , 
2019-12-19 06:49:20,19.02,0, , , 
2019-12-19 07:49:20,21.18,61, , , 
2019-12-19 08:49:20,30.84,327, , , 
2019-12-19 09:49:20,35.86,405, , , 
2019-12-19 10:49:20,40.80,504, , , 
2019-12-19 11:49:20,46.74,599, , , 
2019-12-19 12:49:20,48.52,484, , , 
2019-12-19 13:49:20,50.91,496, , , 
2019-12-19 14:49:20,46.82,300, , , 
2019-12-19 15:49:20,42.27,148, , , 
2019-12-19 16:49:20,33.23,3, , , 
2019-12-19 17:49:20,28.37,0, , , 
2019-12-19 18:49:20,26.82,0, , , 
2019-12-19 19:49:20,24.81,0, , , 
2019-12-19 20:49:20,24.50,0, , , 
2019-12-19 21:49:20,25.28,0, , , 
2019-12-19 22:49:20,23.19,0, , , 
2019-12-19 23:49:20,19.25,0, , , 
2019-12-20 00:49:20,18.40,0, , , 
2019-12-20 01:49:20,19.79,0, , , 
2019-12-20 02:49:20,19.33,0, , , 
2019-12-20 03:49:20,18.87,0, , , 
2019-12-20 04:49:20,16.09,0, , , 
2019-12-20 05:49:20,18.56,0, , , 
2019-12-20 06:49:20,17.09,0, , , 
2019-12-20 07:49:20,19.95,98, , , 
2019-12-20 08:49:20,31.07,245, , , 
2019-12-20 09:49:20,41.42,351, , , 
2019-12-20 10:49:20,45.20,375, , , 
2019-12-20 11:49:20,46.98,308, , , 
2019-12-20 12:49:20,50.53,343, , , 
2019-12-20 13:49:20,54.23,496, , , 
2019-12-20 14:49:20,51.84,329, , , 
2019-12-20 15:49:20,44.35,133, , , 
2019-12-20 16:49:20,36.24,6, , , 
2019-12-20 17:49:20,30.37,0, , , 
2019-12-20 18:49:20,26.74,0, , , 
2019-12-20 19:49:20,26.36,0, , , 
2019-12-20 20:49:20,26.13,0, , , 
2019-12-20 21:49:20,25.35,0, , , 
2019-12-20 22:49:20,25.59,0, , , 
2019-12-20 23:49:20,22.65,0, , , 
2019-12-21 00:49:20,22.11,0, , , 
2019-12-21 01:49:20,19.79,0, , , 
2019-12-21 02:49:20,18.40,0, , , 
2019-12-21 03:49:20,19.18,0, , , 
2019-12-21 04:49:20,15.39,0, , , 
2019-12-21 05:49:20,14.70,0, , , 
2019-12-21 06:49:20,16.40,0, , , 
2019-12-21 07:49:20,24.66,128, , , 
2019-12-21 08:49:20,33.93,329, , , 
2019-12-21 09:49:20,44.27,448, , , 
2019-12-21 10:49:20,53.23,513, , , 
2019-12-21 11:49:20,57.79,494, , , 
2019-12-21 12:49:20,61.42,441, , , 
2019-12-21 13:49:20,63.27,429, , , 
2019-12-21 14:49:20,58.56,280, , , 
2019-12-21 15:49:20,49.45,114, , , 
2019-12-21 16:49:20,34.85,4, , , 
2019-12-21 17:49:20,27.36,0, , , 
2019-12-21 18:49:20,25.66,0, , , 
2019-12-21 19:49:20,25.74,0, , , 
2019-12-21 20:49:20,25.66,0, , , 
2019-12-21 21:49:20,27.90,0, , , 
2019-12-21 22:49:20,27.98,0, , , 
2019-12-21 23:49:20,27.98,0, , , 
2019-12-22 00:49:20,28.06,0, , , 
2019-12-22 01:49:20,28.13,0, , , 
2019-12-22 02:49:20,27.59,0, , , 
2019-12-22 03:49:20,27.21,0, , , 
2019-12-22 04:49:20,25.82,0, , , 
2019-12-22 05:49:20,23.89,0, , , 
2019-12-22 06:49:20,22.42,0, , , 
2019-12-22 07:49:20,24.04,63, , , 
2019-12-22 08:49:20,32.23,265, , , 
2019-12-22 09:49:20,44.35,500, , , 
2019-12-22 10:49:20,56.78,713, , , 
2019-12-22 11:49:20,63.96,597, , , 
2019-12-22 12:49:20,63.73,602, , , 
2019-12-22 13:49:20,62.19,518, , , 
2019-12-22 14:49:20,60.10,454, , , 
2019-12-22 15:49:20,49.76,115, , , 
2019-12-22 16:49:20,37.94,3, , , 
2019-12-22 17:49:20,32.84,0, , , 
2019-12-22 18:49:20,30.91,0, , , 
2019-12-22 19:49:20,31.30,0, , , 
2019-12-22 20:49:20,30.14,0, , , 
2019-12-22 21:49:20,31.53,0, , , 
2019-12-22 22:49:20,30.45,0, , , 
2019-12-22 23:49:20,30.91,0, , , 
2019-12-23 00:49:20,30.14,0, , , 
2019-12-23 01:49:20,30.37,0, , , 
2019-12-23 02:49:20,29.52,0, , , 
2019-12-23 03:49:20,30.37,0, , , 
2019-12-23 04:49:20,30.37,0, , , 
2019-12-23 05:49:20,30.37,0, , , 
2019-12-23 06:49:20,29.76,0, , , 
2019-12-23 07:49:20,30.30,56, , , 
2019-12-23 08:49:20,35.93,187, , , 
2019-12-23 09:49:20,39.49,332, , , 
2019-12-23 10:49:20,51.38,476, , , 
2019-12-23 11:49:20,56.94,549, , , 
2019-12-23 12:49:20,57.71,491, , , 
2019-12-23 13:49:20,58.87,472, , , 
2019-12-23 14:49:20,58.02,328, , , 
2019-12-23 15:49:20,50.06,122, , , 
2019-12-23 16:49:20,39.41,3, , , 
2019-12-23 17:49:20,34.16,0, , , 
2019-12-23 18:49:20,32.30,0, , , 
2019-12-23 19:49:20,32.54,0, , , 
2019-12-23 20:49:20,33.31,0, , , 
2019-12-23 21:49:20,33.31,0, , , 
2019-12-23 22:49:20,31.76,0, , , 
2019-12-23 23:49:20,31.76,0, , , 
2019-12-24 00:49:20,27.52,0, , , 
2019-12-24 01:49:20,28.83,0, , , 
2019-12-24 02:49:20,28.37,0, , , 
2019-12-24 03:49:20,27.90,0, , , 
2019-12-24 04:49:20,26.74,0, , , 
2019-12-24 05:49:20,26.82,0, , , 
2019-12-24 06:49:20,26.82,0, , , 
2019-12-24 07:49:20,27.59,45, , , 
2019-12-24 08:49:20,35.39,239, , , 
2019-12-24 09:49:20,41.49,313, , , 
2019-12-24 10:49:20,46.74,544, , , 
2019-12-24 11:49:20,55.93,423, , , 
2019-12-24 12:49:20,56.09,406, , , 
2019-12-24 13:49:20,58.64,510, , , 
2019-12-24 14:49:20,54.47,254, , , 
2019-12-24 15:49:20,49.91,125, , , 
2019-12-24 16:49:20,36.63,5, , , 
2019-12-24 17:49:20,27.13,0, , , 
2019-12-24 18:49:20,26.90,0, , , 
2019-12-24 19:49:20,29.29,0, , , 
2019-12-24 20:49:20,32.00,0, , , 
2019-12-24 21:49:20,31.53,0, , , 
2019-12-24 22:49:20,30.06,0, , , 
2019-12-24 23:49:20,31.92,0, , , 
2019-12-25 00:49:20,27.98,0, , , 
2019-12-25 01:49:20,23.58,0, , , 
2019-12-25 02:49:20,21.57,0, , , 
2019-12-25 03:49:20,20.72,0, , , 
2019-12-25 04:49:20,22.27,0, , , 
2019-12-25 05:49:20,20.72,0, , , 
2019-12-25 06:49:20,21.49,0, , , 
2019-12-25 07:49:20,22.42,89, , , 
2019-12-25 08:49:20,36.09,298, , , 
2019-12-25 09:49:20,38.10,310, , , 
2019-12-25 10:49:20,46.05,413, , , 
2019-12-25 11:49:20,51.15,342, , , 
2019-12-25 12:49:20,47.90,290, , , 
2019-12-25 13:49:20,48.91,274, , , 
2019-12-25 14:49:20,48.29,189, , , 
2019-12-25 15:49:20,39.72,89, , , 
2019-12-25 16:49:20,37.79,4, , , 
2019-12-25 17:49:20,31.45,0, , , 
2019-12-25 18:49:20,26.36,0, , , 
2019-12-25 19:49:20,26.36,0, , , 
2019-12-25 20:49:20,26.44,0, , , 
2019-12-25 21:49:20,26.28,0, , , 
2019-12-25 22:49:20,23.50,0, , , 
2019-12-25 23:49:20,21.72,0, , , 
2019-12-26 00:49:20,19.95,0, , , 
2019-12-26 01:49:20,18.94,0, , , 
2019-12-26 02:49:20,19.95,0, , , 
2019-12-26 03:49:20,17.79,0, , , 
2019-12-26 04:49:20,14.23,0, , , 
2019-12-26 05:49:20,14.77,0, , , 
2019-12-26 06:49:20,20.49,0, , , 
2019-12-26 07:49:20,24.89,36, , , 
2019-12-26 08:49:20,27.44,139, , , 
2019-12-26 09:49:20,28.83,220, , , 
2019-12-26 10:49:20,29.37,237, , , 
2019-12-26 11:49:20,30.45,190, , , 
2019-12-26 12:49:20,34.08,428, , , 
2019-12-26 13:49:20,34.16,305, , , 
2019-12-26 14:49:20,31.07,191, , , 
2019-12-26 15:49:20,30.53,121, , , 
2019-12-26 16:49:20,26.98,6, , , 
2019-12-26 17:49:20,20.80,0, , , 
2019-12-26 18:49:20,17.71,0, , , 
2019-12-26 19:49:20,17.25,0, , , 
2019-12-26 20:49:20,16.09,0, , , 
2019-12-26 21:49:20,16.16,0, , , 
2019-12-26 22:49:20,23.35,0, , , 
2019-12-26 23:49:20,24.74,0, , , 
2019-12-27 00:49:20,25.89,0, , , 
2019-12-27 01:49:20,25.66,0, , , 
2019-12-27 02:49:20,22.27,0, , , 
2019-12-27 03:49:20,17.25,0, , , 
2019-12-27 04:49:20,14.31,0, , , 
2019-12-27 05:49:20,12.84,0, , , 
2019-12-27 06:49:20,12.15,0, , , 
2019-12-27 07:49:20,13.93,64, , , 
2019-12-27 08:49:20,22.50,270, , , 
2019-12-27 09:49:20,29.52,247, , , 
2019-12-27 10:49:20,33.31,533, , , 
2019-12-27 11:49:20,35.70,536, , , 
2019-12-27 12:49:20,35.62,396, , , 
2019-12-27 13:49:20,35.86,319, , , 
2019-12-27 14:49:20,35.47,255, , , 
2019-12-27 15:49:20,31.22,126, , , 
2019-12-27 16:49:20,28.21,5, , , 
2019-12-27 17:49:20,28.60,0, , , 
2019-12-27 18:49:20,28.98,0, , , 
2019-12-27 19:49:20,27.83,0, , , 
2019-12-27 20:49:20,25.82,0, , , 
2019-12-27 21:49:20,24.89,0, , , 
2019-12-27 22:49:20,25.89,0, , , 
2019-12-27 23:49:20,26.90,0, , , 
2019-12-28 00:49:20,26.98,0, , , 
2019-12-28 01:49:20,27.21,0, , , 
2019-12-28 02:49:20,27.21,0, , , 
2019-12-28 03:49:20,27.28,0, , , 
2019-12-28 04:49:20,27.05,0, , , 
2019-12-28 05:49:20,26.82,0, , , 
2019-12-28 06:49:20,25.74,0, , , 
2019-12-28 07:49:20,25.82,63, , , 
2019-12-28 08:49:20,29.06,313, , , 
2019-12-28 09:49:20,31.22,358, , , 
2019-12-28 10:49:20,34.16,662, , , 
2019-12-28 11:49:20,32.77,636, , , 
2019-12-28 12:49:20,31.38,603, , , 
2019-12-28 13:49:20,29.29,541, , , 
2019-12-28 14:49:20,29.99,426, , , 
2019-12-28 15:49:20,27.28,138, , , 
2019-12-28 16:49:20,24.97,6, , , 
2019-12-28 17:49:20,23.19,0, , , 
2019-12-28 18:49:20,21.88,0, , , 
2019-12-28 19:49:20,21.72,0, , , 
2019-12-28 20:49:20,22.34,0, , , 
2019-12-28 21:49:20,21.72,0, , , 
2019-12-28 22:49:20,20.80,0, , , 
2019-12-28 23:49:20,19.41,0, , , 
2019-12-29 00:49:20,16.16,0, , , 
2019-12-29 01:49:20,12.84,0, , , 
2019-12-29 02:49:20,10.91,0, , , 
2019-12-29 03:49:20,11.07,0, , , 
2019-12-29 04:49:20,11.92,0, , , 
2019-12-29 05:49:20,10.91,0, , , 
2019-12-29 06:49:20,19.02,0, , , 
2019-12-29 07:49:20,14.23,96, , , 
2019-12-29 08:49:20,18.25,329, , , 
2019-12-29 09:49:20,30.84,533, , , 
2019-12-29 10:49:20,33.85,548, , , 
2019-12-29 11:49:20,34.00,419, , , 
2019-12-29 12:49:20,33.38,384, , , 
2019-12-29 13:49:20,34.62,449, , , 
2019-12-29 14:49:20,34.16,291, , , 
2019-12-29 15:49:20,29.99,141, , , 
2019-12-29 16:49:20,25.43,11, , , 
2019-12-29 17:49:20,22.27,0, , , 
2019-12-29 18:49:20,17.55,0, , , 
2019-12-29 19:49:20,14.39,0, , , 
2019-12-29 20:49:20,11.30,0, , , 
2019-12-29 21:49:20,9.99,0, , , 
2019-12-29 22:49:20,7.28,0, , , 
2019-12-29 23:49:20,7.67,0, , , 
2019-12-30 00:49:20,7.36,0, , , 
2019-12-30 01:49:20,5.28,0, , , 
2019-12-30 02:49:20,6.20,0, , , 
2019-12-30 03:49:20,6.59,0, , , 
2019-12-30 04:49:20,7.28,0, , , 
2019-12-30 05:49:20,6.59,0, , , 
2019-12-30 06:49:20,7.82,0, , , 
2019-12-30 07:49:20,8.60,89, , , 
2019-12-30 08:49:20,18.87,258, , , 
2019-12-30 09:49:20,26.98,341, , , 
2019-12-30 10:49:20,34.00,485, , , 
2019-12-30 11:49:20,33.23,358, , , 
2019-12-30 12:49:20,34.08,348, , , 
2019-12-30 13:49:20,36.86,404, , , 
2019-12-30 14:49:20,36.78,276, , , 
2019-12-30 15:49:20,32.61,134, , , 
2019-12-30 16:49:20,25.82,9, , , 
2019-12-30 17:49:20,23.04,0, , , 
2019-12-30 18:49:20,22.11,0, , , 
2019-12-30 19:49:20,20.26,0, , , 
2019-12-30 20:49:20,16.47,0, , , 
2019-12-30 21:49:20,14.85,0, , , 
2019-12-30 22:49:20,11.99,0, , , 
2019-12-30 23:49:20,12.69,0, , , 
2019-12-31 00:49:20,13.46,0, , , 
2019-12-31 01:49:20,12.15,0, , , 
2019-12-31 02:49:20,9.21,0, , , 
2019-12-31 03:49:20,7.59,0, , , 
2019-12-31 04:49:20,5.74,0, , , 
2019-12-31 05:49:20,3.96,0, , , 
2019-12-31 06:49:20,3.73,0, , , 
2019-12-31 07:49:20,5.74,89, , , 
2019-12-31 08:49:20,20.03,244, , , 
2019-12-31 09:49:20,33.69,330, , , 
2019-12-31 10:49:20,45.82,476, , , 
2019-12-31 11:49:20,48.60,334, , , 
2019-12-31 12:49:20,50.68,329, , , 
2019-12-31 13:49:20,52.46,452, , , 
2019-12-31 14:49:20,50.76,289, , , 
2019-12-31 15:49:20,41.88,100, , , 
2019-12-31 16:49:20,37.32,11, , , 
2019-12-31 17:49:20,32.15,0, , , 
2019-12-31 18:49:20,28.60,0, , , 
2019-12-31 19:49:20,26.36,0, , , 
2019-12-31 20:49:20,23.50,0, , , 
2019-12-31 21:49:20,21.96,0, , , 
2019-12-31 22:49:20,21.42,0, , , 
2019-12-31 23:49:20,23.27,0, , , 
2020-01-01 00:49:20,21.72,0, , , 
2020-01-01 01:49:20,39.18,0, , , 
2020-01-01 02:49:20,34.85,0, , , 
2020-01-01 03:49:20,37.25,0, , , 
2020-01-01 04:49:20,35.55,0, , , 
2020-01-01 05:49:20,33.69,0, , , 
2020-01-01 06:49:20,30.61,0, , , 
2020-01-01 07:49:20,46.13,40, , , 
2020-01-01 08:49:20,47.59,252, , , 
2020-01-01 09:49:20,55.47,594, , , 
2020-01-01 10:49:20,49.68,548, , , 
2020-01-01 11:49:20,46.36,319, , , 
2020-01-01 12:49:20,47.05,420, , , 
2020-01-01 13:49:20,51.30,455, , , 
2020-01-01 14:49:20,50.30,305, , , 
2020-01-01 15:49:20,45.43,140, , , 
2020-01-01 16:49:20,39.02,11, , , 
2020-01-01 17:49:20,31.53,0, , , 
2020-01-01 18:49:20,36.09,0, , , 
2020-01-01 19:49:20,38.02,0, , , 
2020-01-01 20:49:20,40.80,0, , , 
2020-01-01 21:49:20,39.10,0, , , 
2020-01-01 22:49:20,38.94,0, , , 
2020-01-01 23:49:20,38.87,0, , , 
2020-01-02 00:49:20,38.71,0, , , 
2020-01-02 01:49:20,36.86,0, , , 
2020-01-02 02:49:20,35.32,0, , , 
2020-01-02 03:49:20,33.85,0, , , 
2020-01-02 04:49:20,27.21,0, , , 
2020-01-02 05:49:20,27.52,0, , , 
2020-01-02 06:49:20,25.89,0, , , 
2020-01-02 07:49:20,26.20,80, , , 
2020-01-02 08:49:20,33.93,250, , , 
2020-01-02 09:49:20,40.03,322, , , 
2020-01-02 10:49:20,47.28,459, , , 
2020-01-02 11:49:20,49.60,323, , , 
2020-01-02 12:49:20,49.06,327, , , 
2020-01-02 13:49:20,48.44,368, , , 
2020-01-02 14:49:20,47.90,282, , , 
2020-01-02 15:49:20,42.27,138, , , 
2020-01-02 16:49:20,34.54,12, , , 
2020-01-02 17:49:20,28.67,0, , , 
2020-01-02 18:49:20,29.14,0, , , 
2020-01-02 19:49:20,27.90,0, , , 
2020-01-02 20:49:20,26.74,0, , , 
2020-01-02 21:49:20,25.82,0, , , 
2020-01-02 22:49:20,22.50,0, , , 
2020-01-02 23:49:20,19.79,0, , , 
2020-01-03 00:49:20,17.79,0, , , 
2020-01-03 01:49:20,19.49,0, , , 
2020-01-03 02:49:20,22.11,0, , , 
2020-01-03 03:49:20,21.65,0, , , 
2020-01-03 04:49:20,20.03,0, , , 
2020-01-03 05:49:20,22.27,0, , , 
2020-01-03 06:49:20,23.11,0, , , 
2020-01-03 07:49:20,29.68,89, , , 
2020-01-03 08:49:20,36.86,279, , , 
2020-01-03 09:49:20,42.19,360, , , 
2020-01-03 10:49:20,47.28,485, , , 
2020-01-03 11:49:20,47.67,316, , , 
2020-01-03 12:49:20,48.13,319, , , 
2020-01-03 13:49:20,48.52,349, , , 
2020-01-03 14:49:20,49.06,295, , , 
2020-01-03 15:49:20,43.81,143, , , 
2020-01-03 16:49:20,39.49,16, , , 
2020-01-03 17:49:20,41.34,0, , , 
2020-01-03 18:49:20,35.86,0, , , 
2020-01-03 19:49:20,39.95,0, , , 
2020-01-03 20:49:20,37.63,0, , , 
2020-01-03 21:49:20,32.54,0, , , 
2020-01-03 22:49:20,26.82,0, , , 
2020-01-03 23:49:20,24.74,0, , , 
2020-01-04 00:49:20,26.74,0, , , 
2020-01-04 01:49:20,29.83,0, , , 
2020-01-04 02:49:20,29.37,0, , , 
2020-01-04 03:49:20,24.50,0, , , 
2020-01-04 04:49:20,23.81,0, , , 
2020-01-04 05:49:20,22.57,0, , , 
2020-01-04 06:49:20,26.82,0, , , 
2020-01-04 07:49:20,33.69,76, , , 
2020-01-04 08:49:20,46.98,236, , , 
2020-01-04 09:49:20,54.47,538, , , 
2020-01-04 10:49:20,56.32,574, , , 
2020-01-04 11:49:20,62.88,677, , , 
2020-01-04 12:49:20,67.21,582, , , 
2020-01-04 13:49:20,64.81,532, , , 
2020-01-04 14:49:20,65.97,428, , , 
2020-01-04 15:49:20,61.42,192, , , 
2020-01-04 16:49:20,51.92,17, , , 
2020-01-04 17:49:20,54.78,0, , , 
2020-01-04 18:49:20,53.23,0, , , 
2020-01-04 19:49:20,50.68,0, , , 
2020-01-04 20:49:20,47.67,0, , , 
2020-01-04 21:49:20,46.20,0, , , 
2020-01-04 22:49:20,46.05,0, , , 
2020-01-04 23:49:20,44.81,0, , , 
2020-01-05 00:49:20,44.04,0, , , 
2020-01-05 01:49:20,44.04,0, , , 
2020-01-05 02:49:20,43.58,0, , , 
2020-01-05 03:49:20,40.57,0, , , 
2020-01-05 04:49:20,39.18,0, , , 
2020-01-05 05:49:20,34.93,0, , , 
2020-01-05 06:49:20,32.92,0, , , 
2020-01-05 07:49:20,29.99,97, , , 
2020-01-05 08:49:20,34.47,256, , , 
2020-01-05 09:49:20,38.87,339, , , 
2020-01-05 10:49:20,42.19,424, , , 
2020-01-05 11:49:20,44.04,601, , , 
2020-01-05 12:49:20,45.43,555, , , 
2020-01-05 13:49:20,43.81,442, , , 
2020-01-05 14:49:20,44.12,333, , , 
2020-01-05 15:49:20,39.18,196, , , 
2020-01-05 16:49:20,31.30,19, , , 
2020-01-05 17:49:20,27.21,0, , , 
2020-01-05 18:49:20,26.28,0, , , 
