Serial Number:20365150 --

"Date Time, GMT -0600","Temp, (*F)","Intensity, ( lum/ft2)","Host Connect","Button Down","EOF"
2020-05-01 10:49:20,81.18,811, , , 
2020-05-01 11:49:20,80.26,585, , , 
2020-05-01 12:49:20,83.89,792, , , 
2020-05-01 13:49:20,83.12,563, , , 
2020-05-01 14:49:20,84.51,698, , , 
2020-05-01 15:49:20,84.58,599, , , 
2020-05-01 16:49:20,86.28,709, , , 
2020-05-01 17:49:20,87.13,515, , , 
2020-05-01 18:49:20,80.80,340, , , 
2020-05-01 19:49:20,68.29,30, , , 
2020-05-01 20:49:20,63.81,0, , , 
2020-05-01 21:49:20,60.26,0, , , 
2020-05-01 22:49:20,57.94,0, , , 
2020-05-01 23:49:20,53.62,0, , , 
2020-05-02 00:49:20,52.69,0, , , 
2020-05-02 01:49:20,53.46,0, , , 
2020-05-02 02:49:20,49.60,0, , , 
2020-05-02 03:49:20,50.30,0, , , 
2020-05-02 04:49:20,50.91,0, , , 
2020-05-02 05:49:20,51.15,0, , , 
2020-05-02 06:49:20,51.45,25, , , 
2020-05-02 07:49:20,52.46,124, , , 
2020-05-02 08:49:20,51.84,216, , , 
2020-05-02 09:49:20,60.34,"1,219", , , 
2020-05-02 10:49:20,61.11,671, , , 
2020-05-02 11:49:20,70.53,"1,379", , , 
2020-05-02 12:49:20,67.28,468, , , 
2020-05-02 13:49:20,65.43,461, , , 
2020-05-02 14:49:20,61.80,589, , , 
2020-05-02 15:49:20,62.11,578, , , 
2020-05-02 16:49:20,60.64,290, , , 
2020-05-02 17:49:20,58.10,75, , , 
2020-05-02 18:49:20,54.16,203, , , 
2020-05-02 19:49:20,51.30,8, , , 
2020-05-02 20:49:20,51.07,0, , , 
2020-05-02 21:49:20,48.98,0, , , 
2020-05-02 22:49:20,47.28,0, , , 
2020-05-02 23:49:20,49.52,0, , , 
2020-05-03 00:49:20,46.44,0, , , 
2020-05-03 01:49:20,43.04,0, , , 
2020-05-03 02:49:20,46.13,0, , , 
2020-05-03 03:49:20,47.28,0, , , 
2020-05-03 04:49:20,43.11,0, , , 
2020-05-03 05:49:20,38.02,4, , , 
2020-05-03 06:49:20,38.87,316, , , 
2020-05-03 07:49:20,59.10,550, , , 
2020-05-03 08:49:20,73.31,"3,460", , , 
2020-05-03 09:49:20,79.56,"2,781", , , 
2020-05-03 10:49:20,69.99,779, , , 
2020-05-03 11:49:20,69.37,536, , , 
2020-05-03 12:49:20,72.38,706, , , 
2020-05-03 13:49:20,74.23,907, , , 
2020-05-03 14:49:20,76.17,711, , , 
2020-05-03 15:49:20,75.39,879, , , 
2020-05-03 16:49:20,74.93,705, , , 
2020-05-03 17:49:20,73.54,691, , , 
2020-05-03 18:49:20,68.83,396, , , 
2020-05-03 19:49:20,63.66,11, , , 
2020-05-03 20:49:20,56.24,0, , , 
2020-05-03 21:49:20,52.84,0, , , 
2020-05-03 22:49:20,51.92,0, , , 
2020-05-03 23:49:20,54.31,0, , , 
2020-05-04 00:49:20,53.69,0, , , 
2020-05-04 01:49:20,49.60,0, , , 
2020-05-04 02:49:20,50.06,0, , , 
2020-05-04 03:49:20,48.67,0, , , 
2020-05-04 04:49:20,47.52,0, , , 
2020-05-04 05:49:20,44.97,2, , , 
2020-05-04 06:49:20,45.97,74, , , 
2020-05-04 07:49:20,57.25,668, , , 
2020-05-04 08:49:20,75.32,"3,614", , , 
2020-05-04 09:49:20,80.10,"2,224", , , 
2020-05-04 10:49:20,69.22,894, , , 
2020-05-04 11:49:20,68.98,564, , , 
2020-05-04 12:49:20,70.68,968, , , 
2020-05-04 13:49:20,75.24,845, , , 
2020-05-04 14:49:20,72.46,485, , , 
2020-05-04 15:49:20,71.61,538, , , 
2020-05-04 16:49:20,70.53,535, , , 
2020-05-04 17:49:20,67.13,429, , , 
2020-05-04 18:49:20,62.65,416, , , 
2020-05-04 19:49:20,57.48,55, , , 
2020-05-04 20:49:20,53.08,0, , , 
2020-05-04 21:49:20,51.53,0, , , 
2020-05-04 22:49:20,42.34,0, , , 
2020-05-04 23:49:20,36.55,0, , , 
2020-05-05 00:49:20,31.61,0, , , 
2020-05-05 01:49:20,30.76,0, , , 
2020-05-05 02:49:20,28.83,0, , , 
2020-05-05 03:49:20,28.98,0, , , 
2020-05-05 04:49:20,28.37,0, , , 
2020-05-05 05:49:20,28.06,6, , , 
2020-05-05 06:49:20,32.61,394, , , 
2020-05-05 07:49:20,51.76,"2,026", , , 
2020-05-05 08:49:20,71.15,"2,881", , , 
2020-05-05 09:49:20,79.49,"2,229", , , 
2020-05-05 10:49:20,72.38,748, , , 
2020-05-05 11:43:00, , ,Logged, , 
2020-05-05 11:49:20,70.14,516, , , 
2020-05-05 12:49:20,72.84,988, , , 
2020-05-05 13:49:20,77.09,"1,142", , , 
2020-05-05 14:49:20,72.61,497, , , 
2020-05-05 15:49:20,78.64,943, , , 
2020-05-05 16:49:20,75.24,649, , , 
2020-05-05 17:49:20,73.15,573, , , 
2020-05-05 18:49:20,68.60,429, , , 
2020-05-05 19:49:20,58.71,62, , , 
2020-05-05 20:49:20,49.06,0, , , 
2020-05-05 21:49:20,48.06,0, , , 
2020-05-05 22:49:20,41.65,0, , , 
2020-05-05 23:49:20,44.81,0, , , 
2020-05-06 00:49:20,40.95,0, , , 
2020-05-06 01:49:20,34.39,0, , , 
2020-05-06 02:49:20,33.62,0, , , 
2020-05-06 03:49:20,31.92,0, , , 
2020-05-06 04:49:20,30.37,0, , , 
2020-05-06 05:49:20,30.53,7, , , 
2020-05-06 06:49:20,35.16,308, , , 
2020-05-06 07:49:20,59.49,"1,451", , , 
2020-05-06 08:49:20,70.45,"3,359", , , 
2020-05-06 09:49:20,74.78,"2,184", , , 
2020-05-06 10:49:20,67.59,799, , , 
2020-05-06 11:49:20,66.67,656, , , 
2020-05-06 12:49:20,69.76,949, , , 
2020-05-06 13:49:20,72.77,"1,173", , , 
2020-05-06 14:49:20,72.84,964, , , 
2020-05-06 15:49:20,70.84,853, , , 
2020-05-06 16:49:20,68.29,521, , , 
2020-05-06 17:49:20,66.90,490, , , 
2020-05-06 18:49:20,64.35,219, , , 
2020-05-06 19:49:20,56.17,39, , , 
2020-05-06 20:49:20,48.60,0, , , 
2020-05-06 21:49:20,48.67,0, , , 
2020-05-06 22:49:20,47.05,0, , , 
2020-05-06 23:49:20,45.43,0, , , 
2020-05-07 00:49:20,45.43,0, , , 
2020-05-07 01:49:20,39.02,0, , , 
2020-05-07 02:49:20,36.71,0, , , 
2020-05-07 03:49:20,34.85,0, , , 
2020-05-07 04:49:20,33.54,0, , , 
2020-05-07 05:49:20,34.16,8, , , 
2020-05-07 06:49:20,40.64,281, , , 
2020-05-07 07:49:20,62.50,862, , , 
2020-05-07 08:49:20,76.32,"3,236", , , 
2020-05-07 09:49:20,82.34,"2,126", , , 
2020-05-07 10:49:20,74.93,801, , , 
2020-05-07 11:49:20,72.15,549, , , 
2020-05-07 12:49:20,75.24,612, , , 
2020-05-07 13:49:20,79.10,"1,060", , , 
2020-05-07 14:49:20,79.33,494, , , 
2020-05-07 15:49:20,75.86,531, , , 
2020-05-07 16:49:20,74.16,528, , , 
2020-05-07 17:49:20,67.83,423, , , 
2020-05-07 18:49:20,63.04,384, , , 
2020-05-07 19:49:20,57.40,64, , , 
2020-05-07 20:49:20,53.69,0, , , 
2020-05-07 21:49:20,47.98,0, , , 
2020-05-07 22:49:20,42.96,0, , , 
2020-05-07 23:49:20,41.49,0, , , 
2020-05-08 00:49:20,40.80,0, , , 
2020-05-08 01:49:20,40.88,0, , , 
2020-05-08 02:49:20,39.87,0, , , 
2020-05-08 03:49:20,38.87,0, , , 
2020-05-08 04:49:20,36.40,0, , , 
2020-05-08 05:49:20,35.16,1, , , 
2020-05-08 06:49:20,35.47,103, , , 
2020-05-08 07:49:20,40.18,533, , , 
2020-05-08 08:49:20,46.90,812, , , 
2020-05-08 09:49:20,62.88,"2,627", , , 
2020-05-08 10:49:20,58.25,"1,422", , , 
2020-05-08 11:49:20,56.17,693, , , 
2020-05-08 12:49:20,60.64,899, , , 
2020-05-08 13:49:20,64.43,"1,098", , , 
2020-05-08 14:49:20,64.89,492, , , 
2020-05-08 15:49:20,67.44,527, , , 
2020-05-08 16:49:20,68.29,548, , , 
2020-05-08 17:49:20,64.97,338, , , 
2020-05-08 18:49:20,57.48,211, , , 
2020-05-08 19:49:20,54.39,26, , , 
2020-05-08 20:49:20,51.45,0, , , 
2020-05-08 21:49:20,47.21,0, , , 
2020-05-08 22:49:20,44.50,0, , , 
2020-05-08 23:49:20,44.12,0, , , 
2020-05-09 00:49:20,42.50,0, , , 
2020-05-09 01:49:20,41.34,0, , , 
2020-05-09 02:49:20,39.87,0, , , 
2020-05-09 03:49:20,41.88,0, , , 
2020-05-09 04:49:20,40.10,0, , , 
2020-05-09 05:49:20,37.01,9, , , 
2020-05-09 06:49:20,39.56,216, , , 
2020-05-09 07:49:20,58.64,908, , , 
2020-05-09 08:49:20,69.29,"3,339", , , 
2020-05-09 09:49:20,81.49,"2,671", , , 
2020-05-09 10:49:20,64.89,"1,074", , , 
2020-05-09 11:49:20,65.59,"1,007", , , 
2020-05-09 12:49:20,65.89,626, , , 
2020-05-09 13:49:20,64.04,678, , , 
2020-05-09 14:49:20,63.11,468, , , 
2020-05-09 15:49:20,67.21,680, , , 
2020-05-09 16:49:20,62.57,309, , , 
2020-05-09 17:49:20,56.24,282, , , 
2020-05-09 18:49:20,54.00,106, , , 
2020-05-09 19:49:20,50.14,9, , , 
2020-05-09 20:49:20,48.06,0, , , 
2020-05-09 21:49:20,47.05,0, , , 
2020-05-09 22:49:20,46.36,0, , , 
2020-05-09 23:49:20,45.89,0, , , 
2020-05-10 00:49:20,45.35,0, , , 
2020-05-10 01:49:20,43.89,0, , , 
2020-05-10 02:49:20,44.12,0, , , 
2020-05-10 03:49:20,41.80,0, , , 
2020-05-10 04:49:20,37.71,0, , , 
2020-05-10 05:49:20,36.16,11, , , 
2020-05-10 06:49:20,38.10,219, , , 
2020-05-10 07:49:20,51.61,"1,669", , , 
2020-05-10 08:49:20,59.72,"2,326", , , 
2020-05-10 09:49:20,70.84,"2,788", , , 
2020-05-10 10:49:20,61.72,754, , , 
2020-05-10 11:49:20,58.79,597, , , 
2020-05-10 12:49:20,60.49,560, , , 
2020-05-10 13:49:20,65.12,709, , , 
2020-05-10 14:49:20,64.74,501, , , 
2020-05-10 15:49:20,66.36,536, , , 
2020-05-10 16:49:20,68.06,560, , , 
2020-05-10 17:49:20,64.74,293, , , 
2020-05-10 18:49:20,59.72,296, , , 
2020-05-10 19:49:20,52.92,51, , , 
2020-05-10 20:49:20,44.66,0, , , 
2020-05-10 21:49:20,46.67,0, , , 
2020-05-10 22:49:20,46.82,0, , , 
2020-05-10 23:49:20,43.58,0, , , 
2020-05-11 00:49:20,40.10,0, , , 
2020-05-11 01:49:20,39.10,0, , , 
2020-05-11 02:49:20,38.25,0, , , 
2020-05-11 03:49:20,36.71,0, , , 
2020-05-11 04:49:20,35.55,0, , , 
2020-05-11 05:49:20,35.32,3, , , 
2020-05-11 06:49:20,35.39,37, , , 
2020-05-11 07:49:20,36.01,97, , , 
2020-05-11 08:49:20,35.93,96, , , 
2020-05-11 09:49:20,37.63,232, , , 
2020-05-11 10:49:20,37.32,198, , , 
2020-05-11 11:49:20,37.17,315, , , 
2020-05-11 12:49:20,47.05,"1,280", , , 
2020-05-11 13:49:20,42.96,545, , , 
2020-05-11 14:49:20,45.51,949, , , 
2020-05-11 15:49:20,55.62,587, , , 
2020-05-11 16:49:20,59.87,832, , , 
2020-05-11 17:49:20,56.24,506, , , 
2020-05-11 18:49:20,47.36,34, , , 
2020-05-11 19:49:20,43.96,12, , , 
2020-05-11 20:49:20,43.73,0, , , 
2020-05-11 21:49:20,43.27,0, , , 
2020-05-11 22:49:20,39.79,0, , , 
2020-05-11 23:49:20,41.88,0, , , 
2020-05-12 00:49:20,42.88,0, , , 
2020-05-12 01:49:20,43.19,0, , , 
2020-05-12 02:49:20,42.27,0, , , 
2020-05-12 03:49:20,40.49,0, , , 
2020-05-12 04:49:20,40.10,0, , , 
2020-05-12 05:49:20,40.03,1, , , 
2020-05-12 06:49:20,40.26,21, , , 
2020-05-12 07:49:20,42.81,239, , , 
2020-05-12 08:49:20,46.59,467, , , 
2020-05-12 09:49:20,60.72,"1,195", , , 
2020-05-12 10:49:20,65.66,882, , , 
2020-05-12 11:49:20,61.42,671, , , 
2020-05-12 12:49:20,65.82,581, , , 
2020-05-12 13:49:20,69.45,789, , , 
2020-05-12 14:49:20,72.46,893, , , 
2020-05-12 15:49:20,72.61,862, , , 
2020-05-12 16:49:20,71.38,"1,037", , , 
2020-05-12 17:49:20,70.22,497, , , 
2020-05-12 18:49:20,69.68,346, , , 
2020-05-12 19:49:20,60.18,42, , , 
2020-05-12 20:49:20,51.07,0, , , 
2020-05-12 21:49:20,47.75,0, , , 
2020-05-12 22:49:20,45.74,0, , , 
2020-05-12 23:49:20,44.12,0, , , 
2020-05-13 00:49:20,42.27,0, , , 
2020-05-13 01:49:20,40.88,0, , , 
2020-05-13 02:49:20,37.01,0, , , 
2020-05-13 03:49:20,35.62,0, , , 
2020-05-13 04:49:20,35.01,0, , , 
2020-05-13 05:49:20,37.48,6, , , 
2020-05-13 06:49:20,39.95,124, , , 
2020-05-13 07:49:20,55.01,238, , , 
2020-05-13 08:49:20,64.43,571, , , 
2020-05-13 09:49:20,82.19,"2,296", , , 
2020-05-13 10:49:20,83.50,862, , , 
2020-05-13 11:49:20,79.95,713, , , 
2020-05-13 12:49:20,80.41,535, , , 
2020-05-13 13:49:20,86.51,"1,148", , , 
2020-05-13 14:49:20,81.42,939, , , 
2020-05-13 15:49:20,80.41,795, , , 
2020-05-13 16:49:20,83.42,750, , , 
2020-05-13 17:49:20,83.04,371, , , 
2020-05-13 18:49:20,78.56,354, , , 
2020-05-13 19:49:20,70.99,58, , , 
2020-05-13 20:49:20,64.58,0, , , 
2020-05-13 21:49:20,59.10,0, , , 
2020-05-13 22:49:20,56.78,0, , , 
2020-05-13 23:49:20,54.31,0, , , 
2020-05-14 00:49:20,49.83,0, , , 
2020-05-14 01:49:20,50.68,0, , , 
2020-05-14 02:49:20,50.06,0, , , 
2020-05-14 03:49:20,50.53,0, , , 
2020-05-14 04:49:20,52.38,0, , , 
2020-05-14 05:49:20,52.15,5, , , 
2020-05-14 06:49:20,52.61,55, , , 
2020-05-14 07:49:20,53.77,56, , , 
2020-05-14 08:49:20,69.60,"2,258", , , 
2020-05-14 09:49:20,86.59,"2,040", , , 
2020-05-14 10:49:20,65.05,887, , , 
2020-05-14 11:49:20,73.23,"1,198", , , 
2020-05-14 12:49:20,65.66,626, , , 
2020-05-14 13:49:20,70.37,520, , , 
2020-05-14 14:49:20,56.94,747, , , 
2020-05-14 15:49:20,64.50,932, , , 
2020-05-14 16:49:20,65.05,492, , , 
2020-05-14 17:49:20,58.87,321, , , 
2020-05-14 18:49:20,56.47,152, , , 
2020-05-14 19:49:20,54.85,19, , , 
2020-05-14 20:49:20,51.61,0, , , 
2020-05-14 21:49:20,49.52,0, , , 
2020-05-14 22:49:20,49.14,0, , , 
2020-05-14 23:49:20,48.06,0, , , 
2020-05-15 00:49:20,49.83,0, , , 
2020-05-15 01:49:20,49.45,0, , , 
2020-05-15 02:49:20,48.29,0, , , 
2020-05-15 03:49:20,47.75,0, , , 
2020-05-15 04:49:20,47.44,0, , , 
2020-05-15 05:49:20,47.83,4, , , 
2020-05-15 06:49:20,47.75,268, , , 
2020-05-15 07:49:20,54.00,340, , , 
2020-05-15 08:49:20,60.80,847, , , 
2020-05-15 09:49:20,67.13,959, , , 
2020-05-15 10:49:20,64.27,640, , , 
2020-05-15 11:49:20,66.67,"1,201", , , 
2020-05-15 12:49:20,66.28,609, , , 
2020-05-15 13:49:20,71.38,"1,080", , , 
2020-05-15 14:49:20,71.53,983, , , 
2020-05-15 15:49:20,73.62,765, , , 
2020-05-15 16:49:20,69.29,786, , , 
2020-05-15 17:49:20,62.50,107, , , 
2020-05-15 18:49:20,55.01,271, , , 
2020-05-15 19:49:20,52.15,11, , , 
2020-05-15 20:49:20,50.84,0, , , 
2020-05-15 21:49:20,48.91,0, , , 
2020-05-15 22:49:20,49.68,0, , , 
2020-05-15 23:49:20,49.68,0, , , 
2020-05-16 00:49:20,49.60,0, , , 
2020-05-16 01:49:20,48.91,0, , , 
2020-05-16 02:49:20,48.52,0, , , 
2020-05-16 03:49:20,48.83,0, , , 
2020-05-16 04:49:20,48.75,0, , , 
2020-05-16 05:49:20,47.36,7, , , 
2020-05-16 06:49:20,47.44,117, , , 
2020-05-16 07:49:20,56.17,656, , , 
2020-05-16 08:49:20,66.28,682, , , 
2020-05-16 09:49:20,76.32,"2,090", , , 
2020-05-16 10:49:20,73.46,628, , , 
2020-05-16 11:49:20,69.91,852, , , 
2020-05-16 12:49:20,70.84,447, , , 
2020-05-16 13:49:20,71.15,467, , , 
2020-05-16 14:49:20,73.85,664, , , 
2020-05-16 15:49:20,74.47,483, , , 
2020-05-16 16:49:20,74.39,590, , , 
2020-05-16 17:49:20,74.93,889, , , 
2020-05-16 18:49:20,67.36,166, , , 
2020-05-16 19:49:20,61.57,29, , , 
2020-05-16 20:49:20,57.63,0, , , 
2020-05-16 21:49:20,54.62,0, , , 
2020-05-16 22:49:20,53.93,0, , , 
2020-05-16 23:49:20,45.97,0, , , 
2020-05-17 00:49:20,41.03,0, , , 
2020-05-17 01:49:20,39.18,0, , , 
2020-05-17 02:49:20,38.02,0, , , 
2020-05-17 03:49:20,37.25,0, , , 
2020-05-17 04:49:20,35.47,0, , , 
2020-05-17 05:49:20,35.70,19, , , 
2020-05-17 06:49:20,41.49,388, , , 
2020-05-17 07:49:20,54.85,452, , , 
2020-05-17 08:49:20,61.80,547, , , 
2020-05-17 09:49:20,73.93,"1,115", , , 
2020-05-17 10:49:20,69.29,560, , , 
2020-05-17 11:49:20,66.05,676, , , 
2020-05-17 12:49:20,68.67,657, , , 
2020-05-17 13:49:20,69.45,452, , , 
2020-05-17 14:49:20,71.61,572, , , 
2020-05-17 15:49:20,74.00,366, , , 
2020-05-17 16:49:20,76.01,545, , , 
2020-05-17 17:49:20,80.41,"1,131", , , 
2020-05-17 18:49:20,73.54,276, , , 
2020-05-17 19:49:20,66.05,45, , , 
2020-05-17 20:49:20,59.25,0, , , 
2020-05-17 21:49:20,54.78,0, , , 
2020-05-17 22:49:20,51.30,0, , , 
2020-05-17 23:49:20,48.67,0, , , 
2020-05-18 00:49:20,46.82,0, , , 
2020-05-18 01:49:20,45.43,0, , , 
2020-05-18 02:49:20,44.43,0, , , 
2020-05-18 03:49:20,42.19,0, , , 
2020-05-18 04:49:20,40.95,0, , , 
2020-05-18 05:49:20,41.96,14, , , 
2020-05-18 06:49:20,46.98,138, , , 
2020-05-18 07:49:20,53.77,466, , , 
2020-05-18 08:49:20,63.04,993, , , 
2020-05-18 09:49:20,78.10,"1,160", , , 
2020-05-18 10:49:20,75.24,537, , , 
2020-05-18 11:49:20,72.92,533, , , 
2020-05-18 12:49:20,76.17,394, , , 
2020-05-18 13:49:20,78.87,356, , , 
2020-05-18 14:49:20,82.73,377, , , 
2020-05-18 15:49:20,84.89,412, , , 
2020-05-18 16:49:20,89.14,458, , , 
2020-05-18 17:49:20,88.44,"1,213", , , 
2020-05-18 18:49:20,83.81,260, , , 
2020-05-18 19:49:20,76.24,104, , , 
2020-05-18 20:49:20,69.22,0, , , 
2020-05-18 21:49:20,61.80,0, , , 
2020-05-18 22:49:20,57.32,0, , , 
2020-05-18 23:49:20,53.62,0, , , 
2020-05-19 00:49:20,50.99,0, , , 
2020-05-19 01:49:20,49.22,0, , , 
2020-05-19 02:49:20,48.83,0, , , 
2020-05-19 03:49:20,45.35,0, , , 
2020-05-19 04:49:20,44.27,0, , , 
2020-05-19 05:49:20,42.96,16, , , 
2020-05-19 06:49:20,49.45,181, , , 
2020-05-19 07:49:20,65.97,387, , , 
2020-05-19 08:49:20,72.84,517, , , 
2020-05-19 09:49:20,87.21,626, , , 
2020-05-19 10:49:20,82.96,490, , , 
2020-05-19 11:49:20,81.65,442, , , 
2020-05-19 12:49:20,82.19,457, , , 
2020-05-19 13:49:20,85.90,705, , , 
2020-05-19 14:49:20,87.59,683, , , 
2020-05-19 15:49:20,88.06,505, , , 
2020-05-19 16:49:20,83.58,313, , , 
2020-05-19 17:49:20,90.45,"1,531", , , 
2020-05-19 18:49:20,82.19,104, , , 
2020-05-19 19:49:20,78.40,32, , , 
2020-05-19 20:49:20,74.70,0, , , 
2020-05-19 21:49:20,72.38,0, , , 
2020-05-19 22:49:20,69.06,0, , , 
2020-05-19 23:49:20,69.22,0, , , 
2020-05-20 00:49:20,66.67,0, , , 
2020-05-20 01:49:20,64.97,0, , , 
2020-05-20 02:49:20,63.42,0, , , 
2020-05-20 03:49:20,60.72,0, , , 
2020-05-20 04:49:20,59.41,0, , , 
2020-05-20 05:49:20,56.86,15, , , 
2020-05-20 06:49:20,60.41,306, , , 
2020-05-20 07:49:20,70.14,825, , , 
2020-05-20 08:49:20,81.18,374, , , 
2020-05-20 09:49:20,89.45,910, , , 
2020-05-20 10:49:20,86.36,653, , , 
2020-05-20 11:49:20,84.58,589, , , 
2020-05-20 12:49:20,86.67,511, , , 
2020-05-20 13:49:20,86.05,301, , , 
2020-05-20 14:49:20,87.13,336, , , 
2020-05-20 15:49:20,88.98,437, , , 
2020-05-20 16:49:20,89.06,410, , , 
2020-05-20 17:49:20,85.51,423, , , 
2020-05-20 18:49:20,78.33,237, , , 
2020-05-20 19:49:20,70.84,76, , , 
2020-05-20 20:49:20,66.13,0, , , 
2020-05-20 21:49:20,62.19,0, , , 
2020-05-20 22:49:20,56.63,0, , , 
2020-05-20 23:49:20,53.23,0, , , 
2020-05-21 00:49:20,48.67,0, , , 
2020-05-21 01:49:20,40.95,0, , , 
2020-05-21 02:49:20,40.57,0, , , 
2020-05-21 03:49:20,40.49,0, , , 
2020-05-21 04:49:20,40.57,0, , , 
2020-05-21 05:49:20,43.81,18, , , 
2020-05-21 06:49:20,50.30,382, , , 
2020-05-21 07:49:20,60.64,"1,183", , , 
2020-05-21 08:49:20,70.06,372, , , 
2020-05-21 09:49:20,79.56,"1,482", , , 
2020-05-21 10:49:20,75.24,489, , , 
2020-05-21 11:49:20,69.83,280, , , 
2020-05-21 12:49:20,72.00,311, , , 
2020-05-21 13:49:20,73.00,261, , , 
2020-05-21 14:49:20,75.01,348, , , 
2020-05-21 15:49:20,73.54,244, , , 
2020-05-21 16:49:20,70.06,223, , , 
2020-05-21 17:49:20,72.92,"1,051", , , 
2020-05-21 18:49:20,67.28,109, , , 
2020-05-21 19:49:20,63.96,61, , , 
2020-05-21 20:49:20,54.78,0, , , 
2020-05-21 21:49:20,57.79,0, , , 
2020-05-21 22:49:20,54.85,0, , , 
2020-05-21 23:49:20,50.91,0, , , 
2020-05-22 00:49:20,46.36,0, , , 
2020-05-22 01:49:20,42.50,0, , , 
2020-05-22 02:49:20,41.03,0, , , 
2020-05-22 03:49:20,39.72,0, , , 
2020-05-22 04:49:20,38.56,0, , , 
2020-05-22 05:49:20,38.17,17, , , 
2020-05-22 06:49:20,43.73,238, , , 
2020-05-22 07:49:20,57.48,282, , , 
2020-05-22 08:49:20,69.68,410, , , 
2020-05-22 09:49:20,82.11,686, , , 
2020-05-22 10:49:20,79.64,415, , , 
2020-05-22 11:49:20,74.62,260, , , 
2020-05-22 12:49:20,77.25,271, , , 
2020-05-22 13:49:20,78.79,257, , , 
2020-05-22 14:49:20,81.80,308, , , 
2020-05-22 15:49:20,81.80,333, , , 
2020-05-22 16:49:20,85.35,409, , , 
2020-05-22 17:49:20,89.14,"1,752", , , 
2020-05-22 18:49:20,81.42,328, , , 
2020-05-22 19:49:20,71.45,28, , , 
2020-05-22 20:49:20,66.74,0, , , 
2020-05-22 21:49:20,67.21,0, , , 
2020-05-22 22:49:20,60.10,0, , , 
2020-05-22 23:49:20,52.54,0, , , 
2020-05-23 00:49:20,47.28,0, , , 
2020-05-23 01:49:20,45.82,0, , , 
2020-05-23 02:49:20,45.05,0, , , 
2020-05-23 03:49:20,43.96,0, , , 
2020-05-23 04:49:20,41.57,0, , , 
2020-05-23 05:49:20,41.11,10, , , 
2020-05-23 06:49:20,42.27,128, , , 
2020-05-23 07:49:20,54.70,274, , , 
2020-05-23 08:49:20,67.05,405, , , 
2020-05-23 09:49:20,72.15,672, , , 
2020-05-23 10:49:20,74.00,460, , , 
2020-05-23 11:49:20,74.39,565, , , 
2020-05-23 12:49:20,77.71,589, , , 
2020-05-23 13:49:20,80.18,621, , , 
2020-05-23 14:49:20,77.17,634, , , 
2020-05-23 15:49:20,76.09,491, , , 
2020-05-23 16:49:20,72.77,347, , , 
2020-05-23 17:49:20,71.84,146, , , 
2020-05-23 18:49:20,67.52,109, , , 
2020-05-23 19:49:20,63.19,22, , , 
2020-05-23 20:49:20,65.12,0, , , 
2020-05-23 21:49:20,59.87,0, , , 
2020-05-23 22:49:20,56.17,0, , , 
2020-05-23 23:49:20,54.16,0, , , 
2020-05-24 00:49:20,52.00,0, , , 
2020-05-24 01:49:20,46.98,0, , , 
2020-05-24 02:49:20,45.66,0, , , 
2020-05-24 03:49:20,44.58,0, , , 
2020-05-24 04:49:20,45.97,0, , , 
2020-05-24 05:49:20,46.13,12, , , 
2020-05-24 06:49:20,48.98,97, , , 
2020-05-24 07:49:20,52.23,211, , , 
2020-05-24 08:49:20,54.23,321, , , 
2020-05-24 09:49:20,59.49,349, , , 
2020-05-24 10:49:20,52.38,106, , , 
2020-05-24 11:49:20,55.24,474, , , 
2020-05-24 12:49:20,53.00,254, , , 
2020-05-24 13:49:20,48.13,47, , , 
2020-05-24 14:49:20,45.74,32, , , 
2020-05-24 15:49:20,45.51,32, , , 
2020-05-24 16:49:20,44.81,34, , , 
2020-05-24 17:49:20,44.74,44, , , 
2020-05-24 18:49:20,44.89,61, , , 
2020-05-24 19:49:20,44.43,18, , , 
2020-05-24 20:49:20,44.04,0, , , 
2020-05-24 21:49:20,43.42,0, , , 
2020-05-24 22:49:20,41.72,0, , , 
2020-05-24 23:49:20,41.65,0, , , 
2020-05-25 00:49:20,41.34,0, , , 
2020-05-25 01:49:20,39.18,0, , , 
2020-05-25 02:49:20,37.17,0, , , 
2020-05-25 03:49:20,36.09,0, , , 
2020-05-25 04:49:20,37.48,0, , , 
2020-05-25 05:49:20,36.63,14, , , 
2020-05-25 06:49:20,42.34,220, , , 
2020-05-25 07:49:20,49.76,267, , , 
2020-05-25 08:49:20,57.40,"1,433", , , 
2020-05-25 09:49:20,67.90,815, , , 
2020-05-25 10:49:20,65.66,452, , , 
2020-05-25 11:49:20,62.03,287, , , 
2020-05-25 12:49:20,62.65,537, , , 
2020-05-25 13:49:20,64.50,604, , , 
2020-05-25 14:49:20,67.75,429, , , 
2020-05-25 15:49:20,63.81,295, , , 
2020-05-25 16:49:20,63.35,232, , , 
2020-05-25 17:49:20,64.12,285, , , 
2020-05-25 18:49:20,63.89,172, , , 
2020-05-25 19:49:20,56.01,74, , , 
2020-05-25 20:49:20,49.83,0, , , 
2020-05-25 21:49:20,44.74,0, , , 
2020-05-25 22:49:20,41.49,0, , , 
2020-05-25 23:49:20,40.03,0, , , 
2020-05-26 00:49:20,38.56,0, , , 
2020-05-26 01:49:20,37.32,0, , , 
2020-05-26 02:49:20,36.47,0, , , 
2020-05-26 03:49:20,34.77,0, , , 
2020-05-26 04:49:20,34.16,0, , , 
2020-05-26 05:49:20,33.62,18, , , 
2020-05-26 06:49:20,38.87,109, , , 
2020-05-26 07:49:20,55.78,779, , , 
