Serial Number:20390429 --

"Date Time, GMT -0600","Temp, (*F)","Intensity, ( lum/ft2)","Host Connect","Button Down","Button Up","EOF"
2019-09-23 21:48:11,52.30,0, , , , 
2019-09-23 22:48:11,51.22,0, , , , 
2019-09-23 23:48:11,47.75,0, , , , 
2019-09-24 00:48:11,47.98,0, , , , 
2019-09-24 01:48:11,45.59,0, , , , 
2019-09-24 02:48:11,46.67,0, , , , 
2019-09-24 03:48:11,59.87,0, , , , 
2019-09-24 04:48:11,52.46,0, , , , 
2019-09-24 05:48:11,49.91,0, , , , 
2019-09-24 06:48:11,47.67,4, , , , 
2019-09-24 07:48:11,60.64,129, , , , 
2019-09-24 08:48:11,67.21,204, , , , 
2019-09-24 09:48:11,72.00,194, , , , 
2019-09-24 10:48:11,73.54,164, , , , 
2019-09-24 11:48:11,75.16,162, , , , 
2019-09-24 12:48:11,77.56,195, , , , 
2019-09-24 13:48:11,81.96,241, , , , 
2019-09-24 14:48:11,79.49,138, , , , 
2019-09-24 15:48:11,79.18,134, , , , 
2019-09-24 16:48:11,78.64,136, , , , 
2019-09-24 17:48:11,75.55,100, , , , 
2019-09-24 18:48:11,66.44,14, , , , 
2019-09-24 19:48:11,68.29,0, , , , 
2019-09-24 20:48:11,63.58,0, , , , 
2019-09-24 21:48:11,58.64,0, , , , 
2019-09-24 22:48:11,55.08,0, , , , 
2019-09-24 23:48:11,52.23,0, , , , 
2019-09-25 00:48:11,50.30,0, , , , 
2019-09-25 01:48:11,47.21,0, , , , 
2019-09-25 02:48:11,44.58,0, , , , 
2019-09-25 03:48:11,44.81,0, , , , 
2019-09-25 04:48:11,45.89,0, , , , 
2019-09-25 05:48:11,50.30,0, , , , 
2019-09-25 06:48:11,54.16,4, , , , 
2019-09-25 07:48:11,58.79,141, , , , 
2019-09-25 08:48:11,63.96,207, , , , 
2019-09-25 09:48:11,65.51,187, , , , 
2019-09-25 10:48:11,66.20,153, , , , 
2019-09-25 11:48:11,67.13,155, , , , 
2019-09-25 12:48:11,70.53,184, , , , 
2019-09-25 13:48:11,77.79,264, , , , 
2019-09-25 14:48:11,76.94,227, , , , 
2019-09-25 15:48:11,75.39,205, , , , 
2019-09-25 16:48:11,72.92,143, , , , 
2019-09-25 17:48:11,72.15,127, , , , 
2019-09-25 18:48:11,64.74,9, , , , 
2019-09-25 19:48:11,57.94,0, , , , 
2019-09-25 20:48:11,54.23,0, , , , 
2019-09-25 21:48:11,52.54,0, , , , 
2019-09-25 22:48:11,50.14,0, , , , 
2019-09-25 23:48:11,55.70,0, , , , 
2019-09-26 00:48:11,53.62,0, , , , 
2019-09-26 01:48:11,51.07,0, , , , 
2019-09-26 02:48:11,47.67,0, , , , 
2019-09-26 03:48:11,42.27,0, , , , 
2019-09-26 04:48:11,40.03,0, , , , 
2019-09-26 05:48:11,39.95,0, , , , 
2019-09-26 06:48:11,38.87,4, , , , 
2019-09-26 07:48:11,43.66,136, , , , 
2019-09-26 08:48:11,52.69,208, , , , 
2019-09-26 09:48:11,57.25,193, , , , 
2019-09-26 10:48:11,59.87,160, , , , 
2019-09-26 11:48:11,63.04,155, , , , 
2019-09-26 12:48:11,67.90,223, , , , 
2019-09-26 13:48:11,73.85,257, , , , 
2019-09-26 14:48:11,74.70,193, , , , 
2019-09-26 15:48:11,76.47,191, , , , 
2019-09-26 16:48:11,82.65,201, , , , 
2019-09-26 17:48:11,78.56,49, , , , 
2019-09-26 18:48:11,75.47,7, , , , 
2019-09-26 19:48:11,75.78,0, , , , 
2019-09-26 20:48:11,75.24,0, , , , 
2019-09-26 21:48:11,74.39,0, , , , 
2019-09-26 22:48:11,72.30,0, , , , 
2019-09-26 23:48:11,65.74,0, , , , 
2019-09-27 00:48:11,57.79,0, , , , 
2019-09-27 01:48:11,54.93,0, , , , 
2019-09-27 02:48:11,58.25,0, , , , 
2019-09-27 03:48:11,57.48,0, , , , 
2019-09-27 04:48:11,51.22,0, , , , 
2019-09-27 05:48:11,46.13,0, , , , 
2019-09-27 06:48:11,43.89,3, , , , 
2019-09-27 07:48:11,51.61,186, , , , 
2019-09-27 08:48:11,58.95,248, , , , 
2019-09-27 09:48:11,58.71,134, , , , 
2019-09-27 10:48:11,63.89,208, , , , 
2019-09-27 11:48:11,65.43,147, , , , 
2019-09-27 12:48:11,66.05,178, , , , 
2019-09-27 13:48:11,71.45,286, , , , 
2019-09-27 14:48:11,70.30,212, , , , 
2019-09-27 15:48:11,69.14,225, , , , 
2019-09-27 16:48:11,64.81,120, , , , 
2019-09-27 17:48:11,62.27,24, , , , 
2019-09-27 18:48:11,55.08,1, , , , 
2019-09-27 19:48:11,52.54,0, , , , 
2019-09-27 20:48:11,51.61,0, , , , 
2019-09-27 21:48:11,51.45,0, , , , 
2019-09-27 22:48:11,51.15,0, , , , 
2019-09-27 23:48:11,50.99,0, , , , 
2019-09-28 00:48:11,50.30,0, , , , 
2019-09-28 01:48:11,50.14,0, , , , 
2019-09-28 02:48:11,48.91,0, , , , 
2019-09-28 03:48:11,48.21,0, , , , 
2019-09-28 04:48:11,47.67,0, , , , 
2019-09-28 05:48:11,47.21,0, , , , 
2019-09-28 06:48:11,46.90,1, , , , 
2019-09-28 07:48:11,47.98,64, , , , 
2019-09-28 08:48:11,51.45,284, , , , 
2019-09-28 09:48:11,54.62,232, , , , 
2019-09-28 10:48:11,57.09,223, , , , 
2019-09-28 11:48:11,58.71,180, , , , 
2019-09-28 12:48:11,62.42,200, , , , 
2019-09-28 13:48:11,66.51,233, , , , 
2019-09-28 14:48:11,65.35,143, , , , 
2019-09-28 15:48:11,64.89,136, , , , 
2019-09-28 16:48:11,67.05,136, , , , 
2019-09-28 17:48:11,65.35,97, , , , 
2019-09-28 18:48:11,58.87,5, , , , 
2019-09-28 19:48:11,55.01,0, , , , 
2019-09-28 20:48:11,52.84,0, , , , 
2019-09-28 21:48:11,51.38,0, , , , 
2019-09-28 22:48:11,48.29,0, , , , 
2019-09-28 23:48:11,46.98,0, , , , 
2019-09-29 00:48:11,45.28,0, , , , 
2019-09-29 01:48:11,43.42,0, , , , 
2019-09-29 02:48:11,42.34,0, , , , 
2019-09-29 03:48:11,41.42,0, , , , 
2019-09-29 04:48:11,45.35,0, , , , 
2019-09-29 05:48:11,47.83,0, , , , 
2019-09-29 06:48:11,48.67,1, , , , 
2019-09-29 07:48:11,49.14,40, , , , 
2019-09-29 08:48:11,52.23,209, , , , 
2019-09-29 09:48:11,59.18,190, , , , 
2019-09-29 10:48:11,62.50,161, , , , 
2019-09-29 11:48:11,66.36,160, , , , 
2019-09-29 12:48:11,71.22,191, , , , 
2019-09-29 13:48:11,75.47,222, , , , 
2019-09-29 14:48:11,77.63,176, , , , 
2019-09-29 15:48:11,81.18,173, , , , 
2019-09-29 16:48:11,83.66,169, , , , 
2019-09-29 17:48:11,80.64,100, , , , 
2019-09-29 18:48:11,74.54,4, , , , 
2019-09-29 19:48:11,70.61,0, , , , 
2019-09-29 20:48:11,60.41,0, , , , 
2019-09-29 21:48:11,68.60,0, , , , 
2019-09-29 22:48:11,65.05,0, , , , 
2019-09-29 23:48:11,60.18,0, , , , 
2019-09-30 00:48:11,60.57,0, , , , 
2019-09-30 01:48:11,56.78,0, , , , 
2019-09-30 02:48:11,55.93,0, , , , 
2019-09-30 03:48:11,49.83,0, , , , 
2019-09-30 04:48:11,48.83,0, , , , 
2019-09-30 05:48:11,47.21,0, , , , 
2019-09-30 06:48:11,46.67,2, , , , 
2019-09-30 07:48:11,53.31,126, , , , 
2019-09-30 08:48:11,59.64,206, , , , 
2019-09-30 09:48:11,61.80,198, , , , 
2019-09-30 10:48:11,62.88,166, , , , 
2019-09-30 11:48:11,63.96,164, , , , 
2019-09-30 12:48:11,66.28,208, , , , 
2019-09-30 13:48:11,69.76,312, , , , 
2019-09-30 14:48:11,68.52,194, , , , 
2019-09-30 15:48:11,67.59,134, , , , 
2019-09-30 16:48:11,68.75,141, , , , 
2019-09-30 17:48:11,67.67,117, , , , 
2019-09-30 18:48:11,61.65,1, , , , 
2019-09-30 19:48:11,58.48,0, , , , 
2019-09-30 20:48:11,56.09,0, , , , 
2019-09-30 21:48:11,54.62,0, , , , 
2019-09-30 22:48:11,53.62,0, , , , 
2019-09-30 23:48:11,52.15,0, , , , 
2019-10-01 00:48:11,51.69,0, , , , 
2019-10-01 01:48:11,51.61,0, , , , 
2019-10-01 02:48:11,51.69,0, , , , 
2019-10-01 03:48:11,51.22,0, , , , 
2019-10-01 04:48:11,50.68,0, , , , 
2019-10-01 05:48:11,50.84,0, , , , 
2019-10-01 06:48:11,50.30,0, , , , 
2019-10-01 07:48:11,47.83,13, , , , 
2019-10-01 08:48:11,47.67,85, , , , 
2019-10-01 09:48:11,48.98,184, , , , 
2019-10-01 10:48:11,49.45,172, , , , 
2019-10-01 11:48:11,50.45,146, , , , 
2019-10-01 12:48:11,49.68,108, , , , 
2019-10-01 13:48:11,49.22,85, , , , 
2019-10-01 14:48:11,49.06,99, , , , 
2019-10-01 15:48:11,48.44,39, , , , 
2019-10-01 16:48:11,48.06,41, , , , 
2019-10-01 17:48:11,47.28,12, , , , 
2019-10-01 18:48:11,46.67,0, , , , 
2019-10-01 19:48:11,46.13,0, , , , 
2019-10-01 20:48:11,45.82,0, , , , 
2019-10-01 21:48:11,44.97,0, , , , 
2019-10-01 22:48:11,44.58,0, , , , 
2019-10-01 23:48:11,43.42,0, , , , 
2019-10-02 00:48:11,43.04,0, , , , 
2019-10-02 01:48:11,42.27,0, , , , 
2019-10-02 02:48:11,42.11,0, , , , 
2019-10-02 03:48:11,42.03,0, , , , 
2019-10-02 04:48:11,41.80,0, , , , 
2019-10-02 05:48:11,41.42,0, , , , 
2019-10-02 06:48:11,41.11,1, , , , 
2019-10-02 07:48:11,41.49,29, , , , 
2019-10-02 08:48:11,43.81,165, , , , 
2019-10-02 09:48:11,46.36,181, , , , 
2019-10-02 10:48:11,47.83,231, , , , 
2019-10-02 11:48:11,50.14,240, , , , 
2019-10-02 12:48:11,53.00,328, , , , 
2019-10-02 13:48:11,56.78,263, , , , 
2019-10-02 14:48:11,55.86,137, , , , 
2019-10-02 15:48:11,57.17,122, , , , 
2019-10-02 16:48:11,58.48,129, , , , 
2019-10-02 17:48:11,56.63,84, , , , 
2019-10-02 18:48:11,50.76,2, , , , 
2019-10-02 19:48:11,48.06,0, , , , 
2019-10-02 20:48:11,47.98,0, , , , 
2019-10-02 21:48:11,48.91,0, , , , 
2019-10-02 22:48:11,48.21,0, , , , 
2019-10-02 23:48:11,47.59,0, , , , 
2019-10-03 00:48:11,47.05,0, , , , 
2019-10-03 01:48:11,46.67,0, , , , 
2019-10-03 02:48:11,45.20,0, , , , 
2019-10-03 03:48:11,45.28,0, , , , 
2019-10-03 04:48:11,45.51,0, , , , 
2019-10-03 05:48:11,45.89,0, , , , 
2019-10-03 06:48:11,43.89,0, , , , 
2019-10-03 07:48:11,43.96,31, , , , 
2019-10-03 08:48:11,47.36,140, , , , 
2019-10-03 09:48:11,49.83,183, , , , 
2019-10-03 10:48:11,53.85,182, , , , 
2019-10-03 11:48:11,57.01,207, , , , 
2019-10-03 12:48:11,57.71,204, , , , 
2019-10-03 13:48:11,59.87,223, , , , 
2019-10-03 14:48:11,59.95,150, , , , 
2019-10-03 15:48:11,60.10,138, , , , 
2019-10-03 16:48:11,61.11,161, , , , 
2019-10-03 17:48:11,59.18,87, , , , 
2019-10-03 18:48:11,52.61,2, , , , 
2019-10-03 19:48:11,47.21,0, , , , 
2019-10-03 20:48:11,45.43,0, , , , 
2019-10-03 21:48:11,45.20,0, , , , 
2019-10-03 22:48:11,44.81,0, , , , 
2019-10-03 23:48:11,43.89,0, , , , 
2019-10-04 00:48:11,42.19,0, , , , 
2019-10-04 01:48:11,38.94,0, , , , 
2019-10-04 02:48:11,37.63,0, , , , 
2019-10-04 03:48:11,35.78,0, , , , 
2019-10-04 04:48:11,35.16,0, , , , 
2019-10-04 05:48:11,34.00,0, , , , 
2019-10-04 06:48:11,33.85,1, , , , 
2019-10-04 07:48:11,37.48,101, , , , 
2019-10-04 08:48:11,47.13,201, , , , 
2019-10-04 09:48:11,51.07,195, , , , 
2019-10-04 10:48:11,54.08,172, , , , 
2019-10-04 11:48:11,57.56,183, , , , 
2019-10-04 12:48:11,61.34,211, , , , 
2019-10-04 13:48:11,64.50,380, , , , 
2019-10-04 14:48:11,63.50,151, , , , 
2019-10-04 15:48:11,61.49,179, , , , 
2019-10-04 16:48:11,64.81,339, , , , 
2019-10-04 17:48:11,63.11,194, , , , 
2019-10-04 18:48:11,54.78,1, , , , 
2019-10-04 19:48:11,49.14,0, , , , 
2019-10-04 20:48:11,62.34,0, , , , 
2019-10-04 21:48:11,65.35,0, , , , 
2019-10-04 22:48:11,64.43,0, , , , 
2019-10-04 23:48:11,60.34,0, , , , 
2019-10-05 00:48:11,57.56,0, , , , 
2019-10-05 01:48:11,53.77,0, , , , 
2019-10-05 02:48:11,53.08,0, , , , 
2019-10-05 03:48:11,51.92,0, , , , 
2019-10-05 04:48:11,51.76,0, , , , 
2019-10-05 05:48:11,51.38,0, , , , 
2019-10-05 06:48:11,53.62,1, , , , 
2019-10-05 07:48:11,51.30,71, , , , 
2019-10-05 08:48:11,53.39,136, , , , 
2019-10-05 09:48:11,60.80,293, , , , 
2019-10-05 10:48:11,59.87,308, , , , 
2019-10-05 11:48:11,58.25,298, , , , 
2019-10-05 12:48:11,60.03,297, , , , 
2019-10-05 13:48:11,61.49,197, , , , 
2019-10-05 14:48:11,62.65,188, , , , 
2019-10-05 15:48:11,63.04,127, , , , 
2019-10-05 16:48:11,64.74,144, , , , 
2019-10-05 17:48:11,61.96,102, , , , 
2019-10-05 18:48:11,54.78,2, , , , 
2019-10-05 19:48:11,50.37,0, , , , 
2019-10-05 20:48:11,49.60,0, , , , 
2019-10-05 21:48:11,48.13,0, , , , 
2019-10-05 22:48:11,46.44,0, , , , 
2019-10-05 23:48:11,43.27,0, , , , 
2019-10-06 00:48:11,38.56,0, , , , 
2019-10-06 01:48:11,39.18,0, , , , 
2019-10-06 02:48:11,42.96,0, , , , 
2019-10-06 03:48:11,45.82,0, , , , 
2019-10-06 04:48:11,45.66,0, , , , 
2019-10-06 05:48:11,41.88,0, , , , 
2019-10-06 06:48:11,40.72,1, , , , 
2019-10-06 07:48:11,39.33,113, , , , 
2019-10-06 08:48:11,50.68,201, , , , 
2019-10-06 09:48:11,53.31,205, , , , 
2019-10-06 10:48:11,54.31,188, , , , 
2019-10-06 11:48:11,54.78,223, , , , 
2019-10-06 12:48:11,57.56,211, , , , 
2019-10-06 13:48:11,58.71,203, , , , 
2019-10-06 14:48:11,59.18,164, , , , 
2019-10-06 15:48:11,59.10,134, , , , 
2019-10-06 16:48:11,60.10,138, , , , 
2019-10-06 17:48:11,57.79,81, , , , 
2019-10-06 18:48:11,47.75,1, , , , 
2019-10-06 19:48:11,41.96,0, , , , 
2019-10-06 20:48:11,38.17,0, , , , 
2019-10-06 21:48:11,37.32,0, , , , 
2019-10-06 22:48:11,35.78,0, , , , 
2019-10-06 23:48:11,35.24,0, , , , 
2019-10-07 00:48:11,33.54,0, , , , 
2019-10-07 01:48:11,35.93,0, , , , 
2019-10-07 02:48:11,34.39,0, , , , 
2019-10-07 03:48:11,32.69,0, , , , 
2019-10-07 04:48:11,32.54,0, , , , 
2019-10-07 05:48:11,29.76,0, , , , 
2019-10-07 06:48:11,29.99,0, , , , 
2019-10-07 07:48:11,34.08,97, , , , 
2019-10-07 08:48:11,47.36,203, , , , 
2019-10-07 09:48:11,54.78,205, , , , 
2019-10-07 10:48:11,57.48,183, , , , 
2019-10-07 11:48:11,61.57,193, , , , 
2019-10-07 12:48:11,66.59,207, , , , 
2019-10-07 13:48:11,68.29,187, , , , 
2019-10-07 14:48:11,68.75,164, , , , 
2019-10-07 15:48:11,69.76,127, , , , 
2019-10-07 16:48:11,70.45,135, , , , 
2019-10-07 17:48:11,66.67,81, , , , 
2019-10-07 18:48:11,53.15,1, , , , 
2019-10-07 19:48:11,47.67,0, , , , 
2019-10-07 20:48:11,45.59,0, , , , 
2019-10-07 21:48:11,44.50,0, , , , 
2019-10-07 22:48:11,45.20,0, , , , 
2019-10-07 23:48:11,45.66,0, , , , 
2019-10-08 00:48:11,40.80,0, , , , 
2019-10-08 01:48:11,37.79,0, , , , 
2019-10-08 02:48:11,37.94,0, , , , 
2019-10-08 03:48:11,34.39,0, , , , 
2019-10-08 04:48:11,37.17,0, , , , 
2019-10-08 05:48:11,39.95,0, , , , 
2019-10-08 06:48:11,41.42,0, , , , 
2019-10-08 07:48:11,43.96,39, , , , 
2019-10-08 08:48:11,53.31,143, , , , 
2019-10-08 09:48:11,56.24,239, , , , 
2019-10-08 10:48:11,64.04,313, , , , 
2019-10-08 11:48:11,70.91,327, , , , 
2019-10-08 12:48:11,74.93,290, , , , 
2019-10-08 13:48:11,74.08,200, , , , 
2019-10-08 14:48:11,75.32,203, , , , 
2019-10-08 15:48:11,74.54,177, , , , 
2019-10-08 16:48:11,71.38,181, , , , 
2019-10-08 17:48:11,65.05,77, , , , 
2019-10-08 18:48:11,56.40,0, , , , 
2019-10-08 19:48:11,53.54,0, , , , 
2019-10-08 20:48:11,52.69,0, , , , 
2019-10-08 21:48:11,52.00,0, , , , 
2019-10-08 22:48:11,51.15,0, , , , 
2019-10-08 23:48:11,51.92,0, , , , 
2019-10-09 00:48:11,53.69,0, , , , 
2019-10-09 01:48:11,54.62,0, , , , 
2019-10-09 02:48:11,53.23,0, , , , 
2019-10-09 03:48:11,50.99,0, , , , 
2019-10-09 04:48:11,50.68,0, , , , 
2019-10-09 05:48:11,45.97,0, , , , 
2019-10-09 06:48:11,43.81,0, , , , 
2019-10-09 07:48:11,46.90,33, , , , 
2019-10-09 08:48:11,54.00,88, , , , 
2019-10-09 09:48:11,67.21,247, , , , 
2019-10-09 10:48:11,69.68,218, , , , 
2019-10-09 11:48:11,69.29,182, , , , 
2019-10-09 12:48:11,75.86,241, , , , 
2019-10-09 13:48:11,76.86,200, , , , 
2019-10-09 14:48:11,72.69,143, , , , 
2019-10-09 15:48:11,72.77,146, , , , 
2019-10-09 16:48:11,69.99,107, , , , 
2019-10-09 17:48:11,56.78,31, , , , 
2019-10-09 18:48:11,48.98,0, , , , 
2019-10-09 19:48:11,44.66,0, , , , 
2019-10-09 20:48:11,40.10,0, , , , 
2019-10-09 21:48:11,35.16,0, , , , 
2019-10-09 22:48:11,32.77,0, , , , 
2019-10-09 23:48:11,30.99,0, , , , 
2019-10-10 00:48:11,29.14,0, , , , 
2019-10-10 01:48:11,27.90,0, , , , 
2019-10-10 02:48:11,27.36,0, , , , 
2019-10-10 03:48:11,26.59,0, , , , 
2019-10-10 04:48:11,24.97,0, , , , 
2019-10-10 05:48:11,24.04,0, , , , 
2019-10-10 06:48:11,23.96,0, , , , 
2019-10-10 07:48:11,23.81,18, , , , 
2019-10-10 08:48:11,23.73,98, , , , 
2019-10-10 09:48:11,24.81,216, , , , 
2019-10-10 10:48:11,27.75,363, , , , 
2019-10-10 11:48:11,27.75,292, , , , 
2019-10-10 12:48:11,29.91,630, , , , 
2019-10-10 13:48:11,30.91,528, , , , 
2019-10-10 14:48:11,30.06,345, , , , 
2019-10-10 15:48:11,29.83,314, , , , 
2019-10-10 16:48:11,28.44,175, , , , 
2019-10-10 17:48:11,27.52,52, , , , 
2019-10-10 18:48:11,25.59,0, , , , 
2019-10-10 19:48:11,23.96,0, , , , 
2019-10-10 20:48:11,20.88,0, , , , 
2019-10-10 21:48:11,20.03,0, , , , 
2019-10-10 22:48:11,19.64,0, , , , 
2019-10-10 23:48:11,18.02,0, , , , 
2019-10-11 00:48:11,17.55,0, , , , 
2019-10-11 01:48:11,20.95,0, , , , 
2019-10-11 02:48:11,21.03,0, , , , 
2019-10-11 03:48:11,17.79,0, , , , 
2019-10-11 04:48:11,15.32,0, , , , 
2019-10-11 05:48:11,14.08,0, , , , 
2019-10-11 06:48:11,14.70,0, , , , 
2019-10-11 07:48:11,17.86,173, , , , 
2019-10-11 08:48:11,28.91,388, , , , 
2019-10-11 09:48:11,33.85,259, , , , 
2019-10-11 10:48:11,36.32,246, , , , 
2019-10-11 11:48:11,40.49,288, , , , 
2019-10-11 12:48:11,44.35,205, , , , 
2019-10-11 13:48:11,46.51,187, , , , 
2019-10-11 14:48:11,47.90,132, , , , 
2019-10-11 15:48:11,48.98,127, , , , 
2019-10-11 16:48:11,49.45,158, , , , 
2019-10-11 17:48:11,46.67,73, , , , 
2019-10-11 18:48:11,37.25,0, , , , 
2019-10-11 19:48:11,33.93,0, , , , 
2019-10-11 20:48:11,36.71,0, , , , 
2019-10-11 21:48:11,36.09,0, , , , 
2019-10-11 22:48:11,30.53,0, , , , 
2019-10-11 23:48:11,27.67,0, , , , 
2019-10-12 00:48:11,26.13,0, , , , 
2019-10-12 01:48:11,23.89,0, , , , 
2019-10-12 02:48:11,24.81,0, , , , 
2019-10-12 03:48:11,24.97,0, , , , 
2019-10-12 04:48:11,22.96,0, , , , 
2019-10-12 05:48:11,21.72,0, , , , 
2019-10-12 06:48:11,22.50,0, , , , 
2019-10-12 07:48:11,26.44,77, , , , 
2019-10-12 08:48:11,36.40,178, , , , 
2019-10-12 09:48:11,42.88,192, , , , 
2019-10-12 10:48:11,45.89,180, , , , 
2019-10-12 11:48:11,49.76,198, , , , 
2019-10-12 12:48:11,56.17,183, , , , 
2019-10-12 13:48:11,58.79,172, , , , 
2019-10-12 14:48:11,60.80,135, , , , 
2019-10-12 15:48:11,62.65,129, , , , 
2019-10-12 16:48:11,65.20,175, , , , 
2019-10-12 17:48:11,60.57,118, , , , 
2019-10-12 18:48:11,53.93,0, , , , 
2019-10-12 19:48:11,43.96,0, , , , 
2019-10-12 20:48:11,40.33,0, , , , 
2019-10-12 21:48:11,35.16,0, , , , 
2019-10-12 22:48:11,36.40,0, , , , 
2019-10-12 23:48:11,34.39,0, , , , 
2019-10-13 00:48:11,32.84,0, , , , 
2019-10-13 01:48:11,32.77,0, , , , 
2019-10-13 02:48:11,34.23,0, , , , 
2019-10-13 03:48:11,30.68,0, , , , 
2019-10-13 04:48:11,29.91,0, , , , 
2019-10-13 05:48:11,26.59,0, , , , 
2019-10-13 06:48:11,27.36,0, , , , 
2019-10-13 07:48:11,30.37,74, , , , 
2019-10-13 08:48:11,42.34,176, , , , 
2019-10-13 09:48:11,53.85,192, , , , 
2019-10-13 10:48:11,59.64,179, , , , 
2019-10-13 11:48:11,63.50,197, , , , 
2019-10-13 12:48:11,67.52,187, , , , 
2019-10-13 13:48:11,71.07,167, , , , 
2019-10-13 14:48:11,71.38,142, , , , 
2019-10-13 15:48:11,72.77,310, , , , 
2019-10-13 16:48:11,71.84,198, , , , 
2019-10-13 17:48:11,67.36,78, , , , 
2019-10-13 18:48:11,52.00,0, , , , 
2019-10-13 19:48:11,46.36,0, , , , 
2019-10-13 20:48:11,46.67,0, , , , 
2019-10-13 21:48:11,41.88,0, , , , 
2019-10-13 22:48:11,37.94,0, , , , 
2019-10-13 23:48:11,36.16,0, , , , 
2019-10-14 00:48:11,43.04,0, , , , 
2019-10-14 01:48:11,45.89,0, , , , 
2019-10-14 02:48:11,39.64,0, , , , 
2019-10-14 03:48:11,52.54,0, , , , 
2019-10-14 04:48:11,48.98,0, , , , 
2019-10-14 05:48:11,45.89,0, , , , 
2019-10-14 06:48:11,45.51,0, , , , 
2019-10-14 07:48:11,43.66,69, , , , 
2019-10-14 08:48:11,53.39,174, , , , 
2019-10-14 09:48:11,64.43,194, , , , 
2019-10-14 10:48:11,68.98,185, , , , 
2019-10-14 11:48:11,71.76,199, , , , 
2019-10-14 12:48:11,74.39,211, , , , 
2019-10-14 13:48:11,74.47,175, , , , 
2019-10-14 14:48:11,74.39,152, , , , 
2019-10-14 15:48:11,74.62,171, , , , 
2019-10-14 16:48:11,73.77,164, , , , 
2019-10-14 17:48:11,70.76,160, , , , 
2019-10-14 18:48:11,66.20,0, , , , 
2019-10-14 19:48:11,64.04,0, , , , 
2019-10-14 20:48:11,62.50,0, , , , 
2019-10-14 21:48:11,59.79,0, , , , 
2019-10-14 22:48:11,52.00,0, , , , 
2019-10-14 23:48:11,47.98,0, , , , 
2019-10-15 00:48:11,45.89,0, , , , 
2019-10-15 01:48:11,42.19,0, , , , 
2019-10-15 02:48:11,41.88,0, , , , 
2019-10-15 03:48:11,39.10,0, , , , 
2019-10-15 04:48:11,31.07,0, , , , 
2019-10-15 05:48:11,30.76,0, , , , 
2019-10-15 06:48:11,31.92,0, , , , 
2019-10-15 07:48:11,32.92,66, , , , 
2019-10-15 08:48:11,43.73,172, , , , 
