Serial Number:20467371 --

"Date Time, GMT -0600","Temp, (*F)","Intensity, ( lum/ft2)","Host Connect","Button Down","Button Up","EOF"
2019-10-11 20:51:34,34.39,0, , , , 
2019-10-11 21:51:34,31.61,0, , , , 
2019-10-11 22:51:34,30.45,0, , , , 
2019-10-11 23:51:34,26.44,0, , , , 
2019-10-12 00:51:34,25.12,0, , , , 
2019-10-12 01:51:34,23.50,0, , , , 
2019-10-12 02:51:34,21.49,0, , , , 
2019-10-12 03:51:34,20.03,0, , , , 
2019-10-12 04:51:34,19.79,0, , , , 
2019-10-12 05:51:34,19.49,0, , , , 
2019-10-12 06:51:34,18.71,2, , , , 
2019-10-12 07:51:34,24.81,201, , , , 
2019-10-12 08:51:34,64.50,"3,849", , , , 
2019-10-12 09:51:34,79.25,"5,805", , , , 
2019-10-12 10:51:34,52.61,561, , , , 
2019-10-12 11:51:34,50.68,419, , , , 
2019-10-12 12:51:34,56.32,476, , , , 
2019-10-12 13:51:34,58.40,281, , , , 
2019-10-12 14:51:34,64.74,434, , , , 
2019-10-12 15:51:34,78.71,"1,330", , , , 
2019-10-12 16:51:34,75.47,386, , , , 
2019-10-12 17:51:34,59.87,97, , , , 
2019-10-12 18:51:34,50.06,0, , , , 
2019-10-12 19:51:34,39.79,0, , , , 
2019-10-12 20:51:34,35.08,0, , , , 
2019-10-12 21:51:34,32.69,0, , , , 
2019-10-12 22:51:34,30.61,0, , , , 
2019-10-12 23:51:34,28.75,0, , , , 
2019-10-13 00:51:34,28.13,0, , , , 
2019-10-13 01:51:34,28.83,0, , , , 
2019-10-13 02:51:34,28.44,0, , , , 
2019-10-13 03:51:34,27.28,0, , , , 
2019-10-13 04:51:34,26.51,0, , , , 
2019-10-13 05:51:34,25.43,0, , , , 
2019-10-13 06:51:34,24.81,1, , , , 
2019-10-13 07:51:34,27.90,194, , , , 
2019-10-13 08:51:34,75.93,"3,897", , , , 
2019-10-13 09:51:34,91.76,"5,877", , , , 
