Serial Number:20365149 --

"Date Time, GMT -0600","Temp, (*F)","Intensity, ( lum/ft2)","Host Connect","Button Down","Button Up","EOF"
2019-09-29 16:38:43,87.75,201, , , , 
2019-09-29 17:38:43,83.50,58, , , , 
2019-09-29 18:38:43,76.40,5, , , , 
2019-09-29 19:38:43,72.54,0, , , , 
2019-09-29 20:38:43,62.34,0, , , , 
2019-09-29 21:38:43,64.27,0, , , , 
2019-09-29 22:38:43,64.20,0, , , , 
2019-09-29 23:38:43,60.03,0, , , , 
2019-09-30 00:38:43,62.03,0, , , , 
2019-09-30 01:38:43,56.71,0, , , , 
2019-09-30 02:38:43,55.93,0, , , , 
2019-09-30 03:38:43,50.76,0, , , , 
2019-09-30 04:38:43,48.29,0, , , , 
2019-09-30 05:38:43,47.75,0, , , , 
2019-09-30 06:38:43,46.36,0, , , , 
2019-09-30 07:38:43,48.91,36, , , , 
2019-09-30 08:38:43,57.56,106, , , , 
2019-09-30 09:38:43,61.57,118, , , , 
2019-09-30 10:38:43,63.58,110, , , , 
2019-09-30 11:38:43,63.66,95, , , , 
2019-09-30 12:38:43,65.82,94, , , , 
2019-09-30 13:38:43,66.67,120, , , , 
2019-09-30 14:38:43,67.21,131, , , , 
2019-09-30 15:38:43,68.83,109, , , , 
2019-09-30 16:38:43,70.68,100, , , , 
2019-09-30 17:38:43,67.83,66, , , , 
2019-09-30 18:38:43,62.11,1, , , , 
2019-09-30 19:38:43,59.33,0, , , , 
2019-09-30 20:38:43,56.24,0, , , , 
2019-09-30 21:38:43,54.62,0, , , , 
2019-09-30 22:38:43,53.62,0, , , , 
2019-09-30 23:38:43,52.46,0, , , , 
2019-10-01 00:38:43,51.45,0, , , , 
2019-10-01 01:38:43,51.22,0, , , , 
2019-10-01 02:38:43,51.45,0, , , , 
2019-10-01 03:38:43,50.91,0, , , , 
2019-10-01 04:38:43,50.68,0, , , , 
2019-10-01 05:38:43,50.68,0, , , , 
2019-10-01 06:38:43,50.61,0, , , , 
2019-10-01 07:38:43,47.90,3, , , , 
2019-10-01 08:38:43,47.67,16, , , , 
2019-10-01 09:38:43,47.75,64, , , , 
2019-10-01 10:38:43,48.37,53, , , , 
2019-10-01 11:38:43,48.44,56, , , , 
2019-10-01 12:38:43,48.37,33, , , , 
2019-10-01 13:38:43,48.29,28, , , , 
2019-10-01 14:38:43,48.60,22, , , , 
2019-10-01 15:38:43,48.21,12, , , , 
2019-10-01 16:38:43,48.06,10, , , , 
2019-10-01 17:38:43,47.52,6, , , , 
2019-10-01 18:38:43,46.74,0, , , , 
2019-10-01 19:38:43,46.28,0, , , , 
2019-10-01 20:38:43,46.05,0, , , , 
2019-10-01 21:38:43,45.28,0, , , , 
2019-10-01 22:38:43,44.58,0, , , , 
2019-10-01 23:38:43,43.66,0, , , , 
2019-10-02 00:38:43,42.73,0, , , , 
2019-10-02 01:38:43,42.34,0, , , , 
2019-10-02 02:38:43,42.11,0, , , , 
2019-10-02 03:38:43,42.03,0, , , , 
2019-10-02 04:38:43,41.65,0, , , , 
2019-10-02 05:38:43,41.80,0, , , , 
2019-10-02 06:38:43,41.26,0, , , , 
2019-10-02 07:38:43,41.42,6, , , , 
2019-10-02 08:38:43,42.65,35, , , , 
2019-10-02 09:38:43,44.89,55, , , , 
2019-10-02 10:38:43,45.59,54, , , , 
2019-10-02 11:38:43,48.21,100, , , , 
2019-10-02 12:38:43,50.30,106, , , , 
2019-10-02 13:38:43,54.47,119, , , , 
2019-10-02 14:38:43,57.25,107, , , , 
2019-10-02 15:38:43,60.72,145, , , , 
2019-10-02 16:38:43,62.81,145, , , , 
2019-10-02 17:38:43,59.33,48, , , , 
2019-10-02 18:38:43,53.00,3, , , , 
2019-10-02 19:38:43,49.06,0, , , , 
2019-10-02 20:38:43,48.13,0, , , , 
2019-10-02 21:38:43,49.06,0, , , , 
2019-10-02 22:38:43,49.06,0, , , , 
2019-10-02 23:38:43,48.21,0, , , , 
2019-10-03 00:38:43,47.75,0, , , , 
2019-10-03 01:38:43,47.59,0, , , , 
2019-10-03 02:38:43,46.36,0, , , , 
2019-10-03 03:38:43,45.97,0, , , , 
2019-10-03 04:38:43,46.28,0, , , , 
2019-10-03 05:38:43,46.28,0, , , , 
2019-10-03 06:38:43,44.58,0, , , , 
2019-10-03 07:38:43,44.27,7, , , , 
2019-10-03 08:38:43,46.51,100, , , , 
2019-10-03 09:38:43,49.60,78, , , , 
2019-10-03 10:38:43,54.47,113, , , , 
2019-10-03 11:38:43,56.94,113, , , , 
2019-10-03 12:38:43,57.48,93, , , , 
2019-10-03 13:38:43,59.18,99, , , , 
2019-10-03 14:38:43,61.42,110, , , , 
2019-10-03 15:38:43,63.73,105, , , , 
2019-10-03 16:38:43,64.12,89, , , , 
2019-10-03 17:38:43,60.80,71, , , , 
2019-10-03 18:38:43,55.01,3, , , , 
2019-10-03 19:38:43,50.76,0, , , , 
2019-10-03 20:38:43,47.83,0, , , , 
2019-10-03 21:38:43,47.05,0, , , , 
2019-10-03 22:38:43,46.20,0, , , , 
2019-10-03 23:38:43,45.28,0, , , , 
2019-10-04 00:38:43,43.81,0, , , , 
2019-10-04 01:38:43,41.18,0, , , , 
2019-10-04 02:38:43,39.56,0, , , , 
2019-10-04 03:38:43,38.10,0, , , , 
2019-10-04 04:38:43,37.01,0, , , , 
2019-10-04 05:38:43,36.01,0, , , , 
2019-10-04 06:38:43,35.62,0, , , , 
2019-10-04 07:38:43,37.79,104, , , , 
2019-10-04 08:38:43,45.89,97, , , , 
2019-10-04 09:38:43,50.06,112, , , , 
2019-10-04 10:38:43,56.01,106, , , , 
2019-10-04 11:38:43,57.94,96, , , , 
2019-10-04 12:38:43,61.11,94, , , , 
2019-10-04 13:38:43,61.96,60, , , , 
2019-10-04 14:38:43,65.43,114, , , , 
2019-10-04 15:38:43,62.96,44, , , , 
2019-10-04 16:38:43,67.59,92, , , , 
2019-10-04 17:38:43,64.89,123, , , , 
2019-10-04 18:38:43,57.71,2, , , , 
2019-10-04 19:38:43,51.53,0, , , , 
2019-10-04 20:38:43,53.46,0, , , , 
2019-10-04 21:38:43,65.12,0, , , , 
2019-10-04 22:38:43,63.50,0, , , , 
2019-10-04 23:38:43,61.96,0, , , , 
2019-10-05 00:38:43,58.56,0, , , , 
2019-10-05 01:38:43,54.93,0, , , , 
2019-10-05 02:38:43,53.62,0, , , , 
2019-10-05 03:38:43,52.23,0, , , , 
2019-10-05 04:38:43,51.38,0, , , , 
2019-10-05 05:38:43,52.30,0, , , , 
2019-10-05 06:38:43,52.77,0, , , , 
2019-10-05 07:38:43,50.84,36, , , , 
2019-10-05 08:38:43,52.77,42, , , , 
2019-10-05 09:38:43,58.79,145, , , , 
2019-10-05 10:38:43,61.42,136, , , , 
2019-10-05 11:38:43,58.02,99, , , , 
2019-10-05 12:38:43,59.18,118, , , , 
2019-10-05 13:38:43,60.95,95, , , , 
2019-10-05 14:38:43,63.50,110, , , , 
2019-10-05 15:38:43,67.36,177, , , , 
2019-10-05 16:38:43,67.67,109, , , , 
2019-10-05 17:38:43,61.65,76, , , , 
2019-10-05 18:38:43,55.16,2, , , , 
2019-10-05 19:38:43,49.91,0, , , , 
2019-10-05 20:38:43,48.29,0, , , , 
2019-10-05 21:38:43,45.97,0, , , , 
2019-10-05 22:38:43,44.50,0, , , , 
2019-10-05 23:38:43,42.96,0, , , , 
2019-10-06 00:38:43,40.88,0, , , , 
2019-10-06 01:38:43,38.94,0, , , , 
2019-10-06 02:38:43,41.72,0, , , , 
2019-10-06 03:38:43,43.19,0, , , , 
2019-10-06 04:38:43,44.27,0, , , , 
2019-10-06 05:38:43,42.73,0, , , , 
2019-10-06 06:38:43,41.57,0, , , , 
2019-10-06 07:38:43,39.18,47, , , , 
2019-10-06 08:38:43,47.75,101, , , , 
2019-10-06 09:38:43,52.38,121, , , , 
2019-10-06 10:38:43,54.47,111, , , , 
2019-10-06 11:38:43,54.93,98, , , , 
2019-10-06 12:38:43,56.09,93, , , , 
2019-10-06 13:38:43,58.25,105, , , , 
2019-10-06 14:38:43,60.72,119, , , , 
2019-10-06 15:38:43,62.19,158, , , , 
2019-10-06 16:38:43,62.73,101, , , , 
2019-10-06 17:38:43,59.79,73, , , , 
2019-10-06 18:38:43,51.07,2, , , , 
2019-10-06 19:38:43,45.05,0, , , , 
2019-10-06 20:38:43,41.26,0, , , , 
2019-10-06 21:38:43,38.71,0, , , , 
2019-10-06 22:38:43,37.32,0, , , , 
2019-10-06 23:38:43,36.16,0, , , , 
2019-10-07 00:38:43,35.93,0, , , , 
2019-10-07 01:38:43,37.09,0, , , , 
2019-10-07 02:38:43,36.24,0, , , , 
2019-10-07 03:38:43,34.54,0, , , , 
2019-10-07 04:38:43,34.00,0, , , , 
2019-10-07 05:38:43,31.45,0, , , , 
2019-10-07 06:38:43,30.84,0, , , , 
2019-10-07 07:38:43,33.08,40, , , , 
2019-10-07 08:38:43,44.43,98, , , , 
2019-10-07 09:38:43,55.08,121, , , , 
2019-10-07 10:38:43,59.87,106, , , , 
2019-10-07 11:38:43,61.42,98, , , , 
2019-10-07 12:38:43,66.74,92, , , , 
2019-10-07 13:38:43,69.29,104, , , , 
2019-10-07 14:38:43,71.76,119, , , , 
2019-10-07 15:38:43,75.01,188, , , , 
2019-10-07 16:38:43,76.17,102, , , , 
2019-10-07 17:38:43,69.06,51, , , , 
2019-10-07 18:38:43,57.01,1, , , , 
2019-10-07 19:38:43,49.68,0, , , , 
2019-10-07 20:38:43,46.67,0, , , , 
2019-10-07 21:38:43,45.51,0, , , , 
2019-10-07 22:38:43,45.74,0, , , , 
2019-10-07 23:38:43,43.19,0, , , , 
2019-10-08 00:38:43,41.72,0, , , , 
2019-10-08 01:38:43,39.41,0, , , , 
2019-10-08 02:38:43,36.94,0, , , , 
2019-10-08 03:38:43,35.39,0, , , , 
2019-10-08 04:38:43,36.32,0, , , , 
2019-10-08 05:38:43,38.79,0, , , , 
2019-10-08 06:38:43,40.57,0, , , , 
2019-10-08 07:38:43,42.03,11, , , , 
2019-10-08 08:38:43,50.53,44, , , , 
2019-10-08 09:38:43,53.77,61, , , , 
2019-10-08 10:38:43,60.34,124, , , , 
2019-10-08 11:38:43,69.68,155, , , , 
2019-10-08 12:38:43,76.63,140, , , , 
2019-10-08 13:38:43,75.47,121, , , , 
2019-10-08 14:38:43,79.02,166, , , , 
2019-10-08 15:38:43,78.56,306, , , , 
2019-10-08 16:38:43,76.55,52, , , , 
2019-10-08 17:38:43,66.36,51, , , , 
2019-10-08 18:38:43,59.18,1, , , , 
2019-10-08 19:38:43,53.77,0, , , , 
2019-10-08 20:38:43,52.84,0, , , , 
2019-10-08 21:38:43,52.15,0, , , , 
2019-10-08 22:38:43,52.38,0, , , , 
2019-10-08 23:38:43,53.77,0, , , , 
2019-10-09 00:38:43,52.54,0, , , , 
2019-10-09 01:38:43,54.23,0, , , , 
2019-10-09 02:38:43,53.62,0, , , , 
2019-10-09 03:38:43,49.91,0, , , , 
2019-10-09 04:38:43,48.67,0, , , , 
2019-10-09 05:38:43,45.20,0, , , , 
2019-10-09 06:38:43,42.57,0, , , , 
2019-10-09 07:38:43,44.81,8, , , , 
2019-10-09 08:38:43,50.76,47, , , , 
2019-10-09 09:38:43,61.72,132, , , , 
2019-10-09 10:38:43,72.00,79, , , , 
2019-10-09 11:38:43,70.45,83, , , , 
2019-10-09 12:38:43,75.16,118, , , , 
2019-10-09 13:38:43,77.32,118, , , , 
2019-10-09 14:38:43,74.85,69, , , , 
2019-10-09 15:38:43,71.53,57, , , , 
2019-10-09 16:38:43,69.52,44, , , , 
2019-10-09 17:38:43,57.71,15, , , , 
2019-10-09 18:38:43,50.06,0, , , , 
2019-10-09 19:38:43,44.58,0, , , , 
2019-10-09 20:38:43,39.87,0, , , , 
2019-10-09 21:38:43,34.85,0, , , , 
2019-10-09 22:38:43,32.15,0, , , , 
2019-10-09 23:38:43,31.07,0, , , , 
2019-10-10 00:38:43,29.29,0, , , , 
2019-10-10 01:38:43,28.83,0, , , , 
2019-10-10 02:38:43,27.90,0, , , , 
2019-10-10 03:38:43,26.44,0, , , , 
2019-10-10 04:38:43,25.35,0, , , , 
2019-10-10 05:38:43,24.12,0, , , , 
2019-10-10 06:38:43,22.42,0, , , , 
2019-10-10 07:38:43,22.03,10, , , , 
2019-10-10 08:38:43,21.57,21, , , , 
2019-10-10 09:38:43,22.11,72, , , , 
2019-10-10 10:38:43,23.50,191, , , , 
2019-10-10 11:38:43,24.66,153, , , , 
2019-10-10 12:38:43,24.58,208, , , , 
2019-10-10 13:38:43,27.13,271, , , , 
2019-10-10 14:38:43,28.67,180, , , , 
2019-10-10 15:38:43,29.14,208, , , , 
2019-10-10 16:38:43,28.21,89, , , , 
2019-10-10 17:38:43,27.21,38, , , , 
2019-10-10 18:38:43,25.66,1, , , , 
2019-10-10 19:38:43,23.27,0, , , , 
2019-10-10 20:38:43,21.34,0, , , , 
2019-10-10 21:38:43,19.79,0, , , , 
2019-10-10 22:38:43,19.56,0, , , , 
2019-10-10 23:38:43,18.25,0, , , , 
2019-10-11 00:38:43,17.79,0, , , , 
2019-10-11 01:38:43,20.49,0, , , , 
2019-10-11 02:38:43,21.42,0, , , , 
2019-10-11 03:38:43,18.71,0, , , , 
2019-10-11 04:38:43,16.55,0, , , , 
2019-10-11 05:38:43,15.39,0, , , , 
2019-10-11 06:38:43,14.93,0, , , , 
2019-10-11 07:38:43,15.78,49, , , , 
2019-10-11 08:38:43,25.97,179, , , , 
2019-10-11 09:38:43,33.69,186, , , , 
2019-10-11 10:38:43,36.40,156, , , , 
2019-10-11 11:38:43,40.18,124, , , , 
2019-10-11 12:38:43,44.35,111, , , , 
2019-10-11 13:38:43,47.13,118, , , , 
2019-10-11 14:38:43,50.99,134, , , , 
2019-10-11 15:38:43,54.08,172, , , , 
2019-10-11 16:38:43,56.24,158, , , , 
2019-10-11 17:38:43,52.61,47, , , , 
2019-10-11 18:38:43,41.65,1, , , , 
2019-10-11 19:38:43,36.01,0, , , , 
2019-10-11 20:38:43,38.17,0, , , , 
2019-10-11 21:38:43,37.94,0, , , , 
2019-10-11 22:38:43,33.23,0, , , , 
2019-10-11 23:38:43,29.76,0, , , , 
2019-10-12 00:38:43,28.13,0, , , , 
2019-10-12 01:38:43,26.82,0, , , , 
2019-10-12 02:38:43,26.59,0, , , , 
2019-10-12 03:38:43,27.21,0, , , , 
2019-10-12 04:38:43,25.74,0, , , , 
2019-10-12 05:38:43,24.35,0, , , , 
2019-10-12 06:38:43,23.81,0, , , , 
2019-10-12 07:38:43,25.20,35, , , , 
2019-10-12 08:38:43,34.62,100, , , , 
2019-10-12 09:38:43,41.96,127, , , , 
2019-10-12 10:38:43,45.89,124, , , , 
2019-10-12 11:38:43,50.91,112, , , , 
2019-10-12 12:38:43,55.39,108, , , , 
2019-10-12 13:38:43,59.02,125, , , , 
2019-10-12 14:38:43,63.66,142, , , , 
2019-10-12 15:38:43,66.90,309, , , , 
2019-10-12 16:38:43,72.77,162, , , , 
2019-10-12 17:38:43,63.11,50, , , , 
2019-10-12 18:38:43,55.01,1, , , , 
2019-10-12 19:38:43,46.28,0, , , , 
2019-10-12 20:38:43,41.42,0, , , , 
2019-10-12 21:38:43,38.48,0, , , , 
2019-10-12 22:38:43,38.56,0, , , , 
2019-10-12 23:38:43,36.32,0, , , , 
2019-10-13 00:38:43,34.70,0, , , , 
2019-10-13 01:38:43,34.31,0, , , , 
2019-10-13 02:38:43,35.16,0, , , , 
2019-10-13 03:38:43,32.23,0, , , , 
2019-10-13 04:38:43,31.53,0, , , , 
2019-10-13 05:38:43,29.45,0, , , , 
2019-10-13 06:38:43,28.98,0, , , , 
2019-10-13 07:38:43,30.61,34, , , , 
2019-10-13 08:38:43,39.56,102, , , , 
2019-10-13 09:38:43,52.07,129, , , , 
2019-10-13 10:38:43,60.10,134, , , , 
2019-10-13 11:38:43,64.20,116, , , , 
2019-10-13 12:38:43,67.83,120, , , , 
2019-10-13 13:38:43,70.45,134, , , , 
2019-10-13 14:38:43,74.93,161, , , , 
2019-10-13 15:38:43,76.01,163, , , , 
2019-10-13 16:38:43,80.95,582, , , , 
2019-10-13 17:38:43,69.91,54, , , , 
2019-10-13 18:38:43,55.70,0, , , , 
2019-10-13 19:38:43,49.06,0, , , , 
2019-10-13 20:38:43,45.82,0, , , , 
2019-10-13 21:38:43,41.96,0, , , , 
2019-10-13 22:38:43,39.95,0, , , , 
2019-10-13 23:38:43,36.47,0, , , , 
2019-10-14 00:38:43,38.48,0, , , , 
2019-10-14 01:38:43,39.56,0, , , , 
2019-10-14 02:38:43,39.33,0, , , , 
2019-10-14 03:38:43,46.20,0, , , , 
2019-10-14 04:38:43,46.28,0, , , , 
2019-10-14 05:38:43,45.05,0, , , , 
2019-10-14 06:38:43,45.05,0, , , , 
2019-10-14 07:38:43,41.65,33, , , , 
2019-10-14 08:38:43,50.84,105, , , , 
2019-10-14 09:38:43,62.42,134, , , , 
2019-10-14 10:38:43,69.06,157, , , , 
2019-10-14 11:38:43,71.53,125, , , , 
2019-10-14 12:38:43,73.23,128, , , , 
2019-10-14 13:38:43,75.39,155, , , , 
2019-10-14 14:38:43,78.10,174, , , , 
2019-10-14 15:38:43,76.86,177, , , , 
2019-10-14 16:38:43,81.49,689, , , , 
2019-10-14 17:38:43,72.07,61, , , , 
2019-10-14 18:38:43,67.05,0, , , , 
2019-10-14 19:38:43,65.35,0, , , , 
2019-10-14 20:38:43,62.81,0, , , , 
2019-10-14 21:38:43,59.41,0, , , , 
2019-10-14 22:38:43,52.54,0, , , , 
2019-10-14 23:38:43,46.98,0, , , , 
2019-10-15 00:38:43,45.20,0, , , , 
2019-10-15 01:38:43,41.57,0, , , , 
2019-10-15 02:38:43,41.57,0, , , , 
2019-10-15 03:38:43,39.02,0, , , , 
2019-10-15 04:38:43,34.16,0, , , , 
2019-10-15 05:38:43,32.15,0, , , , 
2019-10-15 06:38:43,32.77,0, , , , 
2019-10-15 07:38:43,33.38,33, , , , 
2019-10-15 08:38:43,41.96,112, , , , 
2019-10-15 09:38:43,49.60,168, , , , 
